match_id,date,odd_1,odd_2,surface,round,tournament_type,rank_diff,wins2meses_p1,wins2meses_p2,ratio_superficie_p1,ratio_superficie_p2,h2h,ratio_ronda_p1,ratio_ronda_p2,experiencia_p1,experiencia_p2,target,is_new_p1,is_new_p2,elo_p1,elo_p2,elo_diff,elo_global_p1,elo_global_p2,elo_global_diff
13650,2012-09-05,0.549738219895288,0.450261780104712,Hard,Quarterfinals,GS,-9.0,0.8235294117647058,0.7777777777777778,0.5686274509803921,0.5234375,0.5,0.5757575757575758,0.5454545454545454,296,251,1,0,0,1713.3296550143384,1777.63853443285,-64.30887941851165,1865.5562016834115,1805.8462235336622,59.709978149749304
13651,2012-09-06,0.0871369294605809,0.9128630705394192,Hard,Quarterfinals,GS,9.0,0.8,0.9166666666666666,0.6717171717171717,0.87248322147651,0.0,0.6388888888888888,0.675,286,240,0,0,0,1810.8633521368315,2009.1631301737195,-198.29977803688803,1847.8086507244648,2109.647422335238,-261.83877161077316
13652,2012-09-07,0.6721311475409837,0.3278688524590163,Hard,Semifinals,GS,-2.0,1.0,1.0,0.780952380952381,0.7987012987012987,0.625,0.6666666666666666,0.7586206896551724,323,263,1,0,0,2061.4836633018995,1938.626284803278,122.85737849862153,2087.0026203053476,2073.5870825674288,13.41553773791884
13653,2012-09-07,0.074074074074074,0.925925925925926,Hard,Semifinals,GS,6.0,0.8333333333333334,0.9230769230769232,0.5714285714285714,0.8733333333333333,0.0,0.5,0.84,297,241,0,0,0,1732.2578243360726,2016.908541264768,-284.6507169286954,1878.833211282919,2115.450444874735,-236.61723359181588
13654,2012-09-09,0.7922535211267606,0.2077464788732394,Hard,The Final,GS,3.0,0.9230769230769232,1.0,0.8741721854304636,0.7819905213270142,0.875,0.75,0.5454545454545454,242,324,1,0,0,2022.113603838706,2072.050464650492,-49.93686081178589,2121.975332356437,2102.3851188217727,19.590213534664144
13655,2012-09-10,0.5,0.5,Hard,1st Round,WTA250_o_menor,9.0,0.25,0.5,0.28125,0.2580645161290322,0.5,0.3,0.3555555555555555,42,64,0,0,0,1408.832010060466,1409.9629500296442,-1.1309399691781437,1423.2301389940644,1402.8382193706498,20.39191962341465
13656,2012-09-10,0.4109947643979057,0.5890052356020942,Hard,1st Round,WTA250_o_menor,82.0,0.0,0.3333333333333333,0.4,0.2692307692307692,0.5,0.4,0.3684210526315789,0,57,1,1,0,1500.0,1425.7386267003385,74.2613732996615,1500.0,1486.3233380173506,13.67666198264942
13657,2012-09-11,0.25,0.75,Hard,1st Round,WTA250_o_menor,123.0,0.0,0.4444444444444444,0.0,0.5789473684210527,0.5,0.1333333333333333,0.5853658536585366,22,211,0,0,0,1413.674732614921,1641.3140444202593,-227.63931180533837,1457.8813902756024,1616.1616752147143,-158.28028493911188
13658,2012-09-11,0.7322175732217574,0.2677824267782427,Hard,1st Round,WTA250_o_menor,-36.0,0.6,0.2,0.6285714285714286,0.4074074074074074,0.5,0.64,0.5,54,52,1,0,0,1661.8118038234343,1492.2077135659497,169.6040902574846,1654.789816100604,1549.014035378934,105.77578072166989
13659,2012-09-11,0.4225721784776903,0.5774278215223098,Hard,1st Round,WTA250_o_menor,32.0,0.25,0.2,0.2608695652173913,0.3623188405797101,0.0,0.3076923076923077,0.4032258064516129,39,107,0,0,0,1409.9667947474925,1387.0780044659048,22.888790281587717,1450.0294246548729,1483.8333626893213,-33.80393803444849
13660,2012-09-11,0.2677824267782427,0.7322175732217574,Hard,1st Round,WTA250_o_menor,114.0,0.0,0.2,0.0,0.4137931034482758,0.5,0.3333333333333333,0.6,4,46,1,1,0,1484.477327763406,1451.6440021878657,32.83332557554036,1473.8370149679643,1479.5170127415854,-5.679997773621153
13661,2012-09-11,0.3119266055045871,0.6880733944954128,Hard,1st Round,WTA250_o_menor,89.0,0.0,0.0,0.0,0.4912280701754385,0.5,0.0,0.48,1,89,0,1,0,1483.8549201725255,1583.8262757562197,-99.97135558369428,1485.453337486449,1603.937843721687,-118.48450623523786
13662,2012-09-11,0.645320197044335,0.354679802955665,Hard,1st Round,WTA250_o_menor,-144.0,0.4444444444444444,0.0,0.4,0.1428571428571428,0.5,0.4578313253012048,0.1428571428571428,143,8,1,0,1,1499.4405627022675,1429.055436452167,70.38512625010048,1516.0255896845615,1419.7690279543588,96.25656173020275
13663,2012-09-11,0.375,0.625,Hard,1st Round,WTA250_o_menor,38.0,0.2857142857142857,0.5,0.4,0.3125,0.5,0.4,0.3953488372093023,38,67,0,0,0,1465.9408078720019,1473.2096230060117,-7.268815134009856,1473.7114575270082,1520.1190287301558,-46.407571203147654
13664,2012-09-11,0.5774278215223098,0.4225721784776903,Hard,1st Round,WTA250_o_menor,-45.0,0.0,0.0,0.1428571428571428,0.3170731707317073,0.5,0.25,0.3260869565217391,10,64,1,0,0,1439.2019009332323,1414.569314476744,24.632586456488298,1448.3737887740479,1381.807936983487,66.56585179056083
13665,2012-09-11,0.2903930131004367,0.7096069868995633,Hard,1st Round,WTA250_o_menor,62.0,0.0,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.5,0.3,0.1818181818181818,13,14,0,0,0,1444.7987475678315,1493.1860579146146,-48.387310346783124,1425.6496051227116,1447.1132910412566,-21.463685918545025
13666,2012-09-11,0.5774278215223098,0.4225721784776903,Hard,1st Round,WTA250_o_menor,-51.0,0.25,0.0,0.2631578947368421,0.0,0.5,0.4193548387096774,0.0,49,5,1,0,1,1417.2667914181523,1469.940194459341,-52.67340304118875,1465.964968245206,1452.1016264459604,13.863341799245518
13667,2012-09-12,0.4109947643979057,0.5890052356020942,Hard,1st Round,WTA250_o_menor,126.0,0.0,0.3333333333333333,0.4,0.3061224489795918,0.5,0.4,0.3692307692307692,0,113,0,1,0,1500.0,1467.1204956035765,32.8795043964235,1500.0,1550.129658432708,-50.129658432708084
13668,2012-09-12,0.6626506024096386,0.3373493975903614,Hard,1st Round,WTA250_o_menor,-39.0,0.6666666666666666,0.5,0.4326923076923077,0.4772727272727273,0.5,0.5393258426966292,0.5043478260869565,178,225,1,0,0,1556.193318755075,1513.6393123278715,42.5540064272036,1625.9358075718776,1622.2086853476587,3.727122224218874
13669,2012-09-12,0.3373493975903614,0.6626506024096386,Hard,1st Round,WTA250_o_menor,2.0,0.0,0.5714285714285714,0.0,0.4545454545454545,0.5,0.0,0.6666666666666666,2,11,0,1,0,1489.0181998921807,1510.0406148254717,-21.022414933290975,1470.3554128013536,1523.075703620432,-52.7202908190784
13670,2012-09-13,0.25,0.75,Hard,1st Round,WTA250_o_menor,89.0,0.5,0.7142857142857143,0.5172413793103449,0.5659340659340659,0.5,0.5128205128205128,0.6886792452830188,70,280,1,0,0,1558.0799160935042,1721.6492931469234,-163.5693770534192,1597.777299758137,1772.6910047533847,-174.91370499524783
13671,2012-09-12,0.118942731277533,0.8810572687224669,Hard,2nd Round,WTA250_o_menor,198.0,1.0,0.6363636363636364,0.5,0.6388888888888888,0.5,0.0,0.4705882352941176,5,55,0,1,0,1498.9697823403117,1670.5677289629346,-171.59794662262289,1490.098565231035,1666.0637826674026,-175.96521743636754
13672,2012-09-12,0.2677824267782427,0.7322175732217574,Hard,2nd Round,WTA250_o_menor,102.0,0.5,0.4444444444444444,0.25,0.582089552238806,0.5,0.0,0.6607142857142857,11,212,1,0,0,1454.0694252582553,1648.111496685694,-194.0420714274387,1461.3452838919177,1625.338242478111,-163.99295858619325
13673,2012-09-12,0.625,0.375,Hard,2nd Round,WTA250_o_menor,18.0,1.0,0.75,1.0,0.4285714285714285,0.5,0.4,0.5,1,15,0,1,0,1512.6312822062578,1506.9720359117127,5.659246294545028,1515.3704915624703,1462.1261073041633,53.244384258307036
13674,2012-09-13,0.4414893617021276,0.5585106382978724,Hard,2nd Round,WTA250_o_menor,-56.0,0.375,0.6666666666666666,0.4084507042253521,0.28125,0.5,0.3333333333333333,0.125,144,65,1,0,0,1512.2428341442378,1425.910868503309,86.33196564092873,1527.7028480896918,1419.7762251310696,107.92662295862215
13675,2012-09-13,0.4623655913978494,0.5376344086021505,Hard,2nd Round,WTA250_o_menor,24.0,0.5,0.5555555555555556,0.5,0.3333333333333333,0.5,0.5217391304347826,0.2941176470588235,90,68,0,0,0,1595.3454113993348,1488.8749305290298,106.47048087030498,1614.6835573450699,1533.9945009487474,80.68905639632248
13676,2012-09-13,0.6880733944954128,0.3119266055045871,Hard,2nd Round,WTA250_o_menor,-11.0,0.5,0.4,0.5172413793103449,0.3,0.5,0.4736842105263157,0.3076923076923077,70,50,1,0,0,1581.1013210879803,1435.6740760967034,145.4272449912769,1621.2144179776833,1481.3268763744966,139.88754160318672
13677,2012-09-14,0.4623655913978494,0.5376344086021505,Hard,2nd Round,WTA250_o_menor,118.0,0.625,0.5,0.5,0.32,0.5,0.25,0.5416666666666666,12,114,0,0,0,1525.073676585507,1484.630148734103,40.44352785140404,1536.6663086015453,1563.8369899712525,-27.170681369707154
13678,2012-09-14,0.783001808318264,0.2169981916817359,Hard,Quarterfinals,WTA250_o_menor,-26.0,0.6666666666666666,0.375,0.6486486486486487,0.4166666666666667,1.0,0.5,0.4444444444444444,56,145,1,0,0,1679.2508455843201,1524.3469544585914,154.9038911257287,1674.5887563106648,1538.8865727497923,135.70218356087253
13679,2012-09-15,0.4414893617021276,0.5585106382978724,Hard,Quarterfinals,WTA250_o_menor,-8.0,0.3333333333333333,0.8,0.3714285714285714,0.5,0.5,0.2222222222222222,0.4,108,16,0,0,0,1404.1305499440398,1523.2326307882915,-119.10208084425176,1498.281527502843,1480.5590850367255,17.7224424661174
13680,2012-09-15,0.4623655913978494,0.5376344086021505,Hard,Quarterfinals,WTA250_o_menor,-69.0,0.6,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5833333333333334,0.4,115,12,1,0,0,1502.484274910384,1478.1792195450164,24.305055365367707,1578.5882784347693,1484.3824305430858,94.20584789168356
13681,2012-09-15,0.7322175732217574,0.2677824267782427,Hard,Semifinals,WTA250_o_menor,-66.0,0.6923076923076923,0.75,0.6578947368421053,0.5483870967741935,0.5,0.3333333333333333,0.0,57,72,0,0,0,1688.5551478540829,1590.769676314212,97.78547153987097,1684.6389627264878,1631.0992829524396,53.53967977404818
13682,2012-09-15,0.5585106382978724,0.4414893617021276,Hard,Semifinals,WTA250_o_menor,-63.0,0.6,0.8,0.3333333333333333,0.5,0.5,0.5,0.4,115,16,1,0,0,1517.3668080323903,1533.9529859415356,-16.586177909145363,1590.3532211771087,1497.374526550679,92.97869462642961
13683,2012-09-16,0.450261780104712,0.549738219895288,Hard,The Final,WTA250_o_menor,-42.0,0.7142857142857143,0.8,0.3584905660377358,0.5625,0.5,0.0,0.4,117,73,0,0,0,1534.1300500314028,1611.1576095547393,-77.02755952333655,1602.170766031828,1649.5455433854224,-47.37477735359448
13684,2012-09-10,0.6626506024096386,0.3373493975903614,Hard,1st Round,WTA250_o_menor,-217.0,0.0,0.0,0.25,0.3333333333333333,0.5,0.3333333333333333,0.5,4,3,1,1,1,1472.2430033021558,1480.7136764353597,-8.470673133203945,1472.5179407297885,1480.8351708981008,-8.317230168312335
13685,2012-09-10,0.2677824267782427,0.7322175732217574,Hard,1st Round,WTA250_o_menor,72.0,0.0,0.5,0.4,0.4166666666666667,0.5,0.0,0.453125,3,109,0,1,0,1500.0,1512.7594714714253,-12.759471471425286,1461.56166831145,1580.932020918966,-119.370352607516
13686,2012-09-10,0.5,0.5,Hard,1st Round,WTA250_o_menor,-12.0,0.5,0.6,0.5,0.5,0.5,0.4285714285714285,0.6,14,10,1,0,0,1509.102648860132,1502.4246826979327,6.6779661621992545,1557.9010826097194,1532.112518980297,25.78856362942247
13687,2012-09-10,0.5585106382978724,0.4414893617021276,Hard,1st Round,WTA250_o_menor,28.0,0.0,0.4285714285714285,0.3333333333333333,0.4074074074074074,0.5,0.4,0.3703703703703703,88,45,0,0,0,1448.2791258318462,1463.2322284269712,-14.953102595125074,1456.939342670284,1458.3428525237505,-1.403509853466403
13688,2012-09-10,0.7922535211267606,0.2077464788732394,Hard,1st Round,WTA250_o_menor,-47.0,0.4,0.3333333333333333,0.4545454545454545,0.4,1.0,0.5490196078431373,0.3333333333333333,207,27,1,0,0,1528.5680754985412,1495.7489360910854,32.81913940745585,1609.6169767038539,1466.7402773752788,142.8766993285751
13689,2012-09-11,0.4225721784776903,0.5774278215223098,Hard,1st Round,WTA250_o_menor,-24.0,0.0,0.0,0.2,0.2222222222222222,0.5,0.25,0.3,5,13,0,1,0,1466.0199672091003,1440.1883970527983,25.83157015630195,1466.30389985132,1432.382157748108,33.921742103211955
13690,2012-09-11,0.7922535211267606,0.2077464788732394,Hard,1st Round,WTA250_o_menor,-62.0,0.7272727272727273,0.0,0.423728813559322,0.4,0.5,0.4081632653061224,1.0,81,2,1,0,1,1553.5328125199542,1500.0,53.53281251995418,1561.6633702000104,1512.8762934636216,48.787076736388826
13691,2012-09-11,0.645320197044335,0.354679802955665,Hard,1st Round,WTA250_o_menor,5.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.25,0.3333333333333333,5,39,0,1,0,1500.0,1426.9632382496582,73.03676175034184,1466.1845640255997,1387.779562367088,78.40500165851176
13692,2012-09-11,0.7322175732217574,0.2677824267782427,Hard,1st Round,WTA250_o_menor,18.0,0.3333333333333333,0.5,0.3157894736842105,0.6,0.5,0.45,0.3333333333333333,32,8,1,0,1,1450.3127710675117,1510.6886706140865,-60.37589954657483,1475.7472040034395,1498.4533066565073,-22.706102653067774
13693,2012-09-11,0.4414893617021276,0.5585106382978724,Hard,1st Round,WTA250_o_menor,113.0,0.0,0.3333333333333333,0.3939393939393939,0.5555555555555556,0.5,0.3125,0.3333333333333333,46,24,0,0,0,1460.7388590285861,1518.4822427116867,-57.74338368310055,1418.4181177241019,1489.8335087716805,-71.41539104757862
13694,2012-09-11,0.5774278215223098,0.4225721784776903,Hard,1st Round,WTA250_o_menor,-68.0,0.5,0.0,0.4444444444444444,0.4230769230769231,1.0,0.5517241379310345,0.3974358974358974,58,128,1,0,0,1507.9699687088244,1436.6926233022798,71.27734540654455,1565.831897736506,1404.08707892358,161.74481881292604
13695,2012-09-11,0.25,0.75,Hard,1st Round,WTA250_o_menor,-154.0,0.25,0.0,0.3333333333333333,0.6029411764705882,0.5,0.45,0.5522388059701493,30,196,0,0,0,1452.8571448723178,1577.6634991012977,-124.8063542289799,1457.6460801218252,1530.1085444898686,-72.46246436804336
13696,2012-09-11,0.5585106382978724,0.4414893617021276,Hard,1st Round,WTA250_o_menor,-98.0,0.25,0.0,0.4328358208955223,0.4,0.5,0.4067796610169492,0.0,101,1,1,0,1,1537.1154594447034,1500.0,37.11545944470345,1532.184103517987,1487.6285610656594,44.5555424523277
13697,2012-09-11,0.5890052356020942,0.4109947643979057,Hard,1st Round,WTA250_o_menor,-88.0,0.0,0.0,0.4137931034482758,0.3636363636363636,1.0,0.4383561643835616,0.4,128,75,0,0,0,1548.7497143686053,1426.4855930616156,122.26412130698964,1506.806857559853,1480.5137879019646,26.29306965788828
13698,2012-09-11,0.2677824267782427,0.7322175732217574,Hard,1st Round,WTA250_o_menor,129.0,0.0,0.8,0.4,0.5,0.5,0.4,0.4683544303797468,0,146,1,1,0,1500.0,1591.4765726330838,-91.47657263308383,1500.0,1594.653235273524,-94.65323527352393
13699,2012-09-11,0.4109947643979057,0.5890052356020942,Hard,1st Round,WTA250_o_menor,60.0,0.0,0.3333333333333333,0.0,0.45,0.5,0.0,0.4626865671641791,2,112,0,1,0,1479.9055797017904,1463.758934966878,16.146644734912343,1473.1083326079686,1430.4061618934022,42.702170714566364
13700,2012-09-12,0.783001808318264,0.2169981916817359,Hard,2nd Round,WTA250_o_menor,-283.0,0.3333333333333333,1.0,0.6,0.4,0.5,0.4,0.0,25,5,1,0,1,1531.8472781020528,1488.6330149430908,43.21426315896201,1502.5902570036003,1488.900890184116,13.689366819484349
13701,2012-09-12,0.2077464788732394,0.7922535211267606,Hard,2nd Round,WTA250_o_menor,353.0,1.0,0.5,0.3,0.4246575342465753,0.5,0.0,0.5384615384615384,14,110,0,0,0,1457.3757977181194,1528.1721401170557,-70.7963423989363,1449.939366801791,1591.6413697175103,-141.70200291571928
13702,2012-09-12,0.3373493975903614,0.6626506024096386,Hard,2nd Round,WTA250_o_menor,-2.0,0.5,0.5,0.3684210526315789,0.3823529411764705,0.5,0.2222222222222222,0.5555555555555556,40,76,1,0,0,1446.2780207564006,1447.8946075683311,-1.6165868119305742,1407.330176990215,1497.7223222589919,-90.39214526877686
13703,2012-09-12,0.5585106382978724,0.4414893617021276,Hard,2nd Round,WTA250_o_menor,-38.0,0.6,0.5,0.46,0.4736842105263157,0.5,0.4827586206896552,0.4,208,59,0,0,0,1543.0611775753393,1520.7328134581712,22.32836411716812,1619.384681912809,1574.878491607568,44.50619030524081
13704,2012-09-12,0.5135135135135135,0.4864864864864864,Hard,2nd Round,WTA250_o_menor,-33.0,0.5,0.5,0.4285714285714285,0.35,0.5,0.5,0.2222222222222222,46,33,1,0,0,1478.5440374666011,1469.065530314048,9.47850715255322,1474.2782188579974,1492.791372524363,-18.513153666365497
13705,2012-09-12,0.5376344086021505,0.4623655913978494,Hard,2nd Round,WTA250_o_menor,-92.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.4,15,1,0,0,1,1524.7951550189528,1520.117934222114,4.67722079683881,1572.7156515784986,1520.254210198472,52.4614413800266
13706,2012-09-12,0.375,0.625,Hard,2nd Round,WTA250_o_menor,-184.0,0.4,0.5,0.4411764705882353,0.6058394160583942,0.5,0.3928571428571428,0.7017543859649122,102,197,1,0,0,1551.4127017296476,1588.15104819212,-36.738346462472464,1546.1434196046093,1542.819082854658,3.3243367499512715
13707,2012-09-12,0.3923076923076922,0.6076923076923076,Hard,2nd Round,WTA250_o_menor,37.0,0.4285714285714285,0.75,0.4567901234567901,0.4333333333333333,0.5,0.4,0.3181818181818182,113,82,0,0,0,1480.5019805669485,1567.0868609440936,-86.58488037714505,1448.3628269336662,1575.431293670694,-127.06846673702785
13708,2012-09-13,0.7096069868995633,0.2903930131004367,Hard,Quarterfinals,WTA250_o_menor,-49.0,0.5,0.5555555555555556,0.4324324324324324,0.4482758620689655,0.5,0.1818181818181818,0.4,111,47,1,0,0,1540.9562350767721,1494.107644340727,46.84859073604525,1601.45502422389,1491.1299751114345,110.32504911245542
13709,2012-09-13,0.5890052356020942,0.4109947643979057,Hard,Quarterfinals,WTA250_o_menor,-10.0,0.5,0.5714285714285714,0.4492753623188406,0.5,0.5,0.2857142857142857,0.7142857142857143,103,60,0,0,0,1569.0982874635263,1537.7596593407507,31.338628122775617,1561.9903329114188,1592.9169397012654,-30.926606789846574
13710,2012-09-13,0.4623655913978494,0.5376344086021505,Hard,Quarterfinals,WTA250_o_menor,48.0,0.6666666666666666,0.5,0.4,0.6363636363636364,0.5,1.0,0.5,41,26,1,0,0,1462.3524667930533,1545.8673872215022,-83.51492042844893,1427.401442144437,1517.96016439324,-90.55872224880295
13711,2012-09-13,0.5774278215223098,0.4225721784776903,Hard,Quarterfinals,WTA250_o_menor,-119.0,0.7692307692307693,1.0,0.4426229508196721,1.0,0.5,0.4,0.4,83,2,0,0,1,1579.1800265913814,1536.333315188864,42.846711402517485,1585.8272408396995,1538.6519537693885,47.175287070311015
13712,2012-09-14,0.7096069868995633,0.2903930131004367,Hard,Semifinals,WTA250_o_menor,50.0,1.0,0.75,1.0,0.4285714285714285,0.5,0.4,0.4,3,42,1,1,0,1554.296536692707,1482.1260695173626,72.17046717534436,1556.8112025804546,1447.479880893161,109.33132168729367
13713,2012-09-14,0.625,0.375,Hard,Semifinals,WTA250_o_menor,-47.0,0.6,0.5714285714285714,0.44,0.5238095238095238,0.5,0.0,0.4,112,61,0,0,0,1554.8117590551387,1555.1989552410073,-0.38719618586856086,1612.538515324553,1607.496466542308,5.0420487822448194
13714,2012-09-15,0.5890052356020942,0.4109947643979057,Hard,The Final,WTA250_o_menor,-96.0,0.7142857142857143,1.0,0.5454545454545454,1.0,0.5,0.0,0.4,62,4,1,0,1,1571.1811242050762,1567.0199558739591,4.161168331117096,1623.7286451706127,1567.9361718377115,55.79247333290118
13715,2012-09-17,0.4414893617021276,0.5585106382978724,Hard,1st Round,WTA500,2.0,0.2,0.7142857142857143,0.5833333333333334,0.4354838709677419,0.5,0.4666666666666667,0.42,28,84,0,0,0,1550.6970161538586,1561.2168050875384,-10.51978893367982,1514.630606298446,1567.6679920286333,-53.037385730187225
13716,2012-09-17,0.4109947643979057,0.5890052356020942,Hard,1st Round,WTA500,-16.0,0.6666666666666666,0.6,0.4347826086956521,0.4166666666666667,0.5,0.3636363636363636,0.4605263157894737,36,126,1,0,0,1490.1383448100858,1486.0112836800781,4.1270611300076325,1483.058753181256,1474.4890756017885,8.569677579467452
13717,2012-09-17,0.1883116883116883,0.8116883116883117,Hard,1st Round,WTA500,132.0,0.0,0.4,0.0,0.4794520547945205,0.5,0.0,0.55,1,109,0,1,0,1482.2533346328246,1600.9296031327722,-118.67626849994758,1481.8325215434438,1606.481696196021,-124.64917465257713
13718,2012-09-18,0.6880733944954128,0.3119266055045871,Hard,1st Round,WTA500,-53.0,0.5,0.25,0.4342105263157895,0.4347826086956521,0.5,0.4615384615384615,0.4736842105263157,113,126,1,0,0,1538.8295900910698,1484.2147262242752,54.61486386679462,1596.3063366962483,1494.3475320887162,101.9588046075321
13719,2012-09-18,0.2077464788732394,0.7922535211267606,Hard,1st Round,WTA500,41.0,0.25,0.0,0.375,0.4333333333333333,0.5,0.3157894736842105,0.4285714285714285,28,48,0,0,0,1481.2558340142873,1515.1553929993502,-33.89955898506287,1456.9725721663237,1566.7171078855777,-109.74453571925392
13720,2012-09-18,0.8641975308641975,0.1358024691358024,Hard,1st Round,WTA500,-267.0,0.5,0.0,0.4615384615384615,0.0,0.5,0.5533980582524272,0.0,205,1,1,0,1,1597.4788121013305,1487.6850931295862,109.79371897174428,1637.661861539343,1487.6024570066763,150.05940453266658
13721,2012-09-18,0.5585106382978724,0.4414893617021276,Hard,1st Round,WTA500,-42.0,0.0,0.6666666666666666,0.4090909090909091,0.1851851851851851,0.5,0.4324324324324324,0.4074074074074074,129,86,0,0,0,1527.3406998618898,1352.6892682065015,174.65143165538825,1489.5983232028257,1527.0262658617344,-37.427942658908705
13722,2012-09-18,0.3119266055045871,0.6880733944954128,Hard,1st Round,WTA500,133.0,0.0,0.0,0.0,0.3272727272727272,0.5,0.0,0.3928571428571428,5,89,1,1,0,1430.0429951949661,1432.9673167922163,-2.9243215972501275,1429.2217287733226,1441.003976336037,-11.782247562714474
13723,2012-09-18,0.2677824267782427,0.7322175732217574,Hard,1st Round,WTA500,36.0,0.3333333333333333,0.625,0.4021739130434782,0.5647058823529412,0.1666666666666666,0.4333333333333333,0.6634615384615384,141,248,0,0,0,1466.2865129205686,1660.9370150979323,-194.6505021773637,1516.7330974049628,1679.8138016633436,-163.08070425838082
13724,2012-09-18,0.7096069868995633,0.2903930131004367,Hard,1st Round,WTA500,-238.0,0.5714285714285714,0.0,0.4354838709677419,0.3,0.5,0.5267857142857143,0.3,204,15,1,0,0,1474.900476908266,1456.6978371508599,18.202639757406132,1494.3408429313574,1457.617009364394,36.72383356696332
13725,2012-09-18,0.2903930131004367,0.7096069868995633,Hard,1st Round,WTA500,-47.0,0.5,0.0,0.5,0.0,0.5,0.25,0.0,9,3,0,1,1,1491.9359113675503,1459.9693665570744,31.966544810475853,1481.4091381355838,1460.2223652148207,21.186772920763133
13726,2012-09-18,0.4414893617021276,0.5585106382978724,Hard,1st Round,WTA500,-58.0,0.0,0.0,0.4,0.4,0.5,0.4,0.4,0,0,1,1,1,1500.0,1500.0,0.0,1500.0,1500.0,0.0
13727,2012-09-19,0.4225721784776903,0.5774278215223098,Hard,2nd Round,WTA500,15.0,0.7333333333333333,0.4444444444444444,0.4444444444444444,0.4864864864864865,0.5,0.3478260869565217,0.3636363636363636,85,110,0,0,0,1576.7324988957455,1611.667439555549,-34.93494065980349,1581.2443273540912,1616.975625473709,-35.731298119617804
13728,2012-09-19,0.7234042553191489,0.2765957446808511,Hard,2nd Round,WTA500,-76.0,0.3333333333333333,0.6666666666666666,0.4516129032258064,0.3902439024390244,0.5,0.4166666666666667,0.2142857142857142,49,55,1,0,0,1529.5991958457114,1470.0876939470804,59.51150189863097,1577.8248207837394,1409.060642730804,168.76417805293545
13729,2012-09-19,0.375,0.625,Hard,2nd Round,WTA500,61.0,1.0,0.6666666666666666,0.25,0.2142857142857142,0.5,0.0,0.238095238095238,4,87,0,1,0,1477.4373404001183,1376.1169145423657,101.32042585775253,1477.1968445601071,1541.3092821097898,-64.11243754968268
13730,2012-09-19,0.783001808318264,0.2169981916817359,Hard,2nd Round,WTA500,-27.0,0.5454545454545454,0.7142857142857143,0.4415584415584415,0.4583333333333333,0.5,0.5555555555555556,0.625,114,37,1,0,0,1552.3349960515995,1505.9482955600622,46.38670049153734,1607.7412611159482,1498.6641849578932,109.07707615805498
13731,2012-09-19,0.25,0.75,Hard,2nd Round,WTA500,124.0,1.0,0.5555555555555556,1.0,0.4666666666666667,0.5,0.4,0.5,1,206,0,1,0,1516.0,1608.5844718773121,-92.58447187731213,1516.0,1647.1512585578257,-131.1512585578257
13732,2012-09-19,0.8641975308641975,0.1358024691358024,Hard,2nd Round,WTA500,-203.0,0.6666666666666666,1.0,0.5672514619883041,0.1666666666666666,0.5,0.581081081081081,0.4,249,6,1,0,1,1668.8064184350474,1446.1776620012188,222.62875643382858,1688.8105782624189,1445.7641134224277,243.04646483999113
13733,2012-09-19,0.5,0.5,Hard,2nd Round,WTA500,-52.0,0.4,0.6,0.5639097744360902,0.2857142857142857,0.5,0.532258064516129,0.25,207,32,0,0,0,1659.6563776531862,1498.9737863322546,160.68259132093158,1646.008194442648,1550.0874653368608,95.92072910578713
13734,2012-09-20,0.4623655913978494,0.5376344086021505,Hard,Quarterfinals,WTA500,-4.0,0.5454545454545454,0.5,0.4487179487179487,0.4933333333333333,0.0,0.25,0.2,115,111,1,0,0,1566.2114124634863,1626.0640262001775,-59.85261373669118,1618.8768542188664,1631.33591520554,-12.459060986673649
13735,2012-09-20,0.2677824267782427,0.7322175732217574,Hard,Quarterfinals,WTA500,35.0,0.7142857142857143,0.5,0.2413793103448276,0.46875,0.5,0.6,0.5,88,50,0,0,0,1396.6549707665354,1542.8850817443306,-146.23011097779522,1554.3898571816385,1586.6115301799796,-32.22167299834109
13736,2012-09-20,0.6076923076923076,0.3923076923076922,Hard,Quarterfinals,WTA500,-18.0,0.6,0.5,0.4716981132075472,0.4554455445544554,0.6666666666666666,0.4285714285714285,0.5263157894736842,207,209,1,0,0,1620.4189358338197,1526.03433169276,94.38460414105975,1657.382935636557,1601.3462338191116,56.03670181744542
13737,2012-09-20,0.5,0.5,Hard,Quarterfinals,WTA500,-27.0,0.7,0.6666666666666666,0.5697674418604651,0.3333333333333333,0.5,0.5217391304347826,1.0,250,33,0,0,0,1675.75956373954,1521.887461272454,153.87210246708605,1695.145326586027,1570.3958664056643,124.7494601803628
13738,2012-09-21,0.4623655913978494,0.5376344086021505,Hard,Semifinals,WTA500,14.0,0.6,0.6363636363636364,0.4848484848484848,0.4556962025316455,0.5,0.5,0.0,51,116,1,0,0,1552.522282214756,1584.9407807790199,-32.41849856426393,1601.131906937661,1635.4503693658476,-34.31846242818665
13739,2012-09-21,0.375,0.625,Hard,Semifinals,WTA500,-44.0,0.6363636363636364,0.7142857142857143,0.4766355140186916,0.375,0.5,0.1111111111111111,0.0,208,34,0,0,0,1632.1762243369587,1544.5439159660434,87.63230837091533,1670.8244963120333,1591.9060081179919,78.9184881940414
