match_id,date,odd_1,odd_2,surface,round,tournament_type,rank_diff,wins2meses_p1,wins2meses_p2,ratio_superficie_p1,ratio_superficie_p2,h2h,ratio_ronda_p1,ratio_ronda_p2,experiencia_p1,experiencia_p2,target,is_new_p1,is_new_p2,elo_p1,elo_p2,elo_diff,elo_global_p1,elo_global_p2,elo_global_diff
2424,2008-01-01,0.5135135135135135,0.4864864864864864,Hard,1st Round,WTA250_o_menor,23.0,0.0,0.0,0.0,0.36,0.5,0.3,0.5,14,33,1,0,0,1461.0144406479938,1410.8531131732882,50.16132747470556,1402.9927686826816,1415.8329074276658,-12.840138744984188
2425,2008-01-01,0.1336633663366336,0.8663366336633663,Hard,1st Round,WTA250_o_menor,74.0,0.0,0.0,0.3571428571428571,0.7272727272727273,0.5,0.5,1.0,18,47,0,0,0,1465.5057884795337,1678.0946635939683,-212.5888751144346,1443.2317951195018,1733.3738492049993,-290.1420540854974
2426,2008-01-01,0.25,0.75,Hard,1st Round,WTA250_o_menor,104.0,0.0,0.0,0.25,0.5,0.5,0.3333333333333333,0.5454545454545454,4,40,1,1,0,1469.0704483920326,1515.2861399076448,-46.21569151561221,1472.9396270307864,1531.1346832582158,-58.195056227429404
2427,2008-01-01,0.25,0.75,Hard,2nd Round,WTA250_o_menor,93.0,1.0,1.0,0.2307692307692307,0.6875,0.0,0.5,0.9166666666666666,22,46,0,0,0,1424.477407464814,1655.585244919365,-231.10783745455115,1462.6542398399097,1688.3117827426406,-225.65754290273094
2428,2008-01-02,0.6626506024096386,0.3373493975903614,Hard,2nd Round,WTA250_o_menor,-24.0,1.0,1.0,0.6428571428571429,0.5714285714285714,1.0,0.8571428571428571,0.6923076923076923,64,55,1,0,0,1618.9722759838453,1622.2581536292248,-3.2858776453795144,1662.9768048224282,1652.691166723865,10.28563809856314
2429,2008-01-02,0.3119266055045871,0.6880733944954128,Hard,2nd Round,WTA250_o_menor,8.0,0.0,1.0,0.48,0.6122448979591837,0.6666666666666666,0.3529411764705882,0.6521739130434783,43,70,0,0,0,1541.263377891125,1618.613203189959,-77.34982529883405,1604.4406428312875,1674.0332903917283,-69.59264756044081
2430,2008-01-02,0.8308157099697885,0.1691842900302115,Hard,2nd Round,WTA250_o_menor,-50.0,1.0,1.0,0.6521739130434783,0.4761904761904761,1.0,0.8461538461538461,0.1666666666666666,40,35,1,0,0,1587.1195946369266,1501.402902225901,85.71669241102563,1625.5737942397845,1493.5261869718727,132.04760726791187
2431,2008-01-02,0.204946996466431,0.7950530035335689,Hard,2nd Round,WTA250_o_menor,129.0,1.0,1.0,0.4,0.6956521739130435,0.5,0.0,0.6666666666666666,5,37,0,1,0,1487.1862949487083,1627.9171516039148,-140.73085665520648,1491.5948234571397,1609.2742483431018,-117.67942488596213
2432,2008-01-02,0.8751458576429404,0.1248541423570595,Hard,2nd Round,WTA250_o_menor,-77.0,1.0,1.0,0.7352941176470589,0.25,0.5,0.8461538461538461,0.0,48,15,1,0,0,1685.367477944632,1474.7203437368391,210.64713420779276,1738.4426041620702,1419.5838098648444,318.8587942972258
2433,2008-01-02,0.4864864864864864,0.5135135135135135,Hard,2nd Round,WTA250_o_menor,-15.0,1.0,1.0,0.6111111111111112,0.4782608695652174,0.0,0.5454545454545454,0.4545454545454545,37,35,0,0,0,1549.943256480424,1521.1951704147807,28.748086065643292,1564.0191413975488,1551.4950800076163,12.524061389932513
2434,2008-01-03,0.4864864864864864,0.5135135135135135,Hard,Quarterfinals,WTA250_o_menor,2.0,1.0,1.0,0.673469387755102,0.6511627906976745,0.0,0.3333333333333333,0.3,64,65,1,0,0,1641.5397646115428,1635.123591730086,6.41617288145676,1648.249505076505,1678.5032720135778,-30.25376693707267
2435,2008-01-03,0.25,0.75,Hard,Quarterfinals,WTA250_o_menor,21.0,1.0,1.0,0.5,0.696969696969697,0.0,0.3333333333333333,0.5,36,47,0,0,0,1538.5160555936027,1662.2764199281194,-123.76036433451668,1568.0715846676862,1695.170508375471,-127.0989237077847
2436,2008-01-03,0.3119266055045871,0.6880733944954128,Hard,Quarterfinals,WTA250_o_menor,17.0,1.0,1.0,0.7083333333333334,0.7428571428571429,0.5,0.4,0.4,38,49,1,0,0,1637.7688842200992,1692.7033002783753,-54.934416058276156,1620.0530641850344,1742.845308667024,-122.79224448198966
2437,2008-01-03,0.6626506024096386,0.3373493975903614,Hard,Quarterfinals,WTA250_o_menor,2.0,1.0,1.0,0.6666666666666666,0.62,0.5,0.7142857142857143,0.3333333333333333,41,71,0,0,0,1599.2503808957767,1631.1088192762172,-31.858438380440475,1635.7695915362804,1686.870615016702,-51.101023480421645
2438,2008-01-04,0.4109947643979057,0.5890052356020942,Hard,Semifinals,WTA250_o_menor,13.0,1.0,1.0,0.72,0.6274509803921569,0.5,0.0,0.6666666666666666,39,72,1,0,0,1656.2778343957682,1645.6457821513275,10.632052244440729,1641.483609014656,1700.5341496836768,-59.05054066902085
2439,2008-01-04,0.5774278215223098,0.4225721784776903,Hard,Semifinals,WTA250_o_menor,-13.0,1.0,1.0,0.68,0.7058823529411765,0.5,0.3333333333333333,1.0,65,48,0,0,0,1657.244322515879,1672.806464866295,-15.562142350416025,1665.6392317886502,1705.5652250536384,-39.925993264988165
2440,2008-01-05,0.4623655913978494,0.5376344086021505,Hard,The Final,WTA250_o_menor,-1.0,1.0,1.0,0.7307692307692307,0.7142857142857143,0.5,0.4,0.0,40,49,1,0,0,1671.78836307494,1688.0902806162887,-16.301917541348757,1660.177101276258,1719.7346162136375,-59.55751493737944
2441,2008-01-06,0.5569368473396321,0.443063152660368,Hard,1st Round,WTA250_o_menor,-12.0,0.0,0.0,0.4090909090909091,0.4814814814814814,0.5,0.35,0.5217391304347826,34,41,0,0,0,1463.6131527223392,1497.1702933509691,-33.557140628629895,1482.4661929188917,1512.4794868318625,-30.013293912970767
2442,2008-01-06,0.6657800031294007,0.3342199968705993,Hard,1st Round,WTA250_o_menor,-13.0,0.5,0.5,0.4864864864864865,0.7272727272727273,0.5,0.6428571428571429,1.0,54,15,1,0,0,1498.9549689693827,1575.5883036689454,-76.63333469956274,1514.4660406994587,1580.9368255664244,-66.47078486696569
2443,2008-01-07,0.7322175732217574,0.2677824267782427,Hard,1st Round,WTA250_o_menor,-101.0,0.0,0.0,0.3888888888888889,0.0,0.5,0.4736842105263157,0.0,31,1,0,0,1,1493.0841037854555,1484.0,9.084103785455454,1501.6613879145498,1485.3305688136513,16.330819100898452
2444,2008-01-07,0.4414893617021276,0.5585106382978724,Hard,1st Round,WTA250_o_menor,10.0,0.5,0.0,0.5517241379310345,0.6206896551724138,0.5,0.5,0.7894736842105263,56,44,1,0,0,1606.106837882984,1617.3427792549894,-11.2359413720053,1637.1646995327155,1641.1074572663965,-3.942757733680992
2445,2008-01-07,0.5,0.5,Hard,1st Round,WTA250_o_menor,71.0,0.5,0.0,0.3333333333333333,0.25,0.5,0.5,0.3846153846153846,6,20,0,1,0,1477.334562332524,1412.565823593142,64.76873873938189,1480.8160076152071,1427.4652225885952,53.3507850266119
2446,2008-01-07,0.5376344086021505,0.4623655913978494,Hard,1st Round,WTA250_o_menor,2.0,0.0,0.0,0.44,0.4761904761904761,0.5,0.6956521739130435,0.6086956521739131,42,46,1,0,0,1471.8418271840887,1491.8517114604226,-20.009884276333878,1487.3129537630805,1517.1886045741724,-29.875650811091873
2447,2008-01-07,0.25,0.75,Hard,1st Round,WTA250_o_menor,41.0,0.0,0.0,0.1666666666666666,0.675,0.5,0.4285714285714285,0.75,37,49,0,0,0,1395.0354162299934,1604.0948124647275,-209.0593962347341,1424.3775764510592,1604.5575360021903,-180.1799595511311
2448,2008-01-07,0.645320197044335,0.354679802955665,Hard,1st Round,WTA250_o_menor,-17.0,0.5,0.0,0.4,0.4705882352941176,0.5,0.5,0.2857142857142857,22,23,1,0,0,1457.4702505107969,1461.3871633128144,-3.9169128020175776,1443.5307027911804,1416.946549841226,26.584152949954387
2449,2008-01-07,0.354679802955665,0.645320197044335,Hard,1st Round,WTA250_o_menor,72.0,0.0,0.0,0.1111111111111111,0.2857142857142857,0.5,0.0833333333333333,0.4444444444444444,15,18,0,0,0,1401.2512091976218,1447.4864892099718,-46.235280012349904,1340.1875723125224,1460.6626394588072,-120.4750671462848
2450,2008-01-07,0.354679802955665,0.645320197044335,Hard,1st Round,WTA250_o_menor,14.0,0.0,0.0,0.5714285714285714,0.4814814814814814,0.5,0.7,0.6470588235294118,23,35,1,0,0,1520.6866481216994,1519.3059117870869,1.380736334612493,1527.3236558169426,1554.976769615314,-27.65311379837135
2451,2008-01-07,0.1691842900302115,0.8308157099697885,Hard,1st Round,WTA250_o_menor,355.0,0.0,0.0,0.0,0.4642857142857143,0.0,0.0,0.7,3,53,0,1,0,1457.0610535689566,1510.390148190734,-53.32909462177736,1459.1674411001436,1589.4931175736463,-130.32567647350265
2452,2008-01-07,0.7950530035335689,0.204946996466431,Hard,1st Round,WTA250_o_menor,-69.0,0.6666666666666666,0.0,0.6585365853658537,0.3076923076923077,1.0,0.8461538461538461,0.4347826086956521,45,35,1,0,0,1640.0910247968602,1408.9122155945754,231.1788092022848,1673.8476170049069,1396.003002414472,277.84461459043496
2453,2008-01-08,0.204946996466431,0.7950530035335689,Hard,2nd Round,WTA250_o_menor,46.0,1.0,1.0,0.3076923076923077,0.6829268292682927,0.5,0.4,0.6428571428571429,21,50,0,0,0,1431.514455961745,1611.4824399584184,-179.9679839966734,1445.9029867353972,1612.9316405547772,-167.02865381938
2454,2008-01-08,0.645320197044335,0.354679802955665,Hard,2nd Round,WTA250_o_menor,-86.0,0.5,0.0,0.5,0.0,0.5,0.4545454545454545,0.3333333333333333,42,14,1,0,0,1511.6297174641475,1448.4703959921535,63.15932147199396,1527.1007514237374,1430.8587316053677,96.24201981836973
2455,2008-01-08,0.354679802955665,0.645320197044335,Hard,2nd Round,WTA250_o_menor,59.0,1.0,0.0,0.5,0.3333333333333333,0.5,0.4,0.0,2,19,0,1,0,1500.418243136898,1458.2329741288702,42.18526900802772,1502.082077455384,1438.163040162431,63.919037292953135
2456,2008-01-08,0.4864864864864864,0.5135135135135135,Hard,2nd Round,WTA250_o_menor,37.0,1.0,0.0,0.375,0.5714285714285714,0.5,0.4,0.4444444444444444,19,26,1,0,0,1461.3697563515038,1540.4194352080747,-79.04967885657084,1471.326724566785,1544.2115231737039,-72.88479860691882
2457,2008-01-08,0.5890052356020942,0.4109947643979057,Hard,2nd Round,WTA250_o_menor,-21.0,1.0,0.6666666666666666,0.4827586206896552,0.5,1.0,0.7777777777777778,0.3888888888888889,54,55,0,0,0,1523.9533597456175,1518.4279259707134,5.525433774904059,1599.757900839494,1533.4903242220369,66.26757661745705
2458,2008-01-08,0.5774278215223098,0.4225721784776903,Hard,2nd Round,WTA250_o_menor,20.0,0.6666666666666666,0.5,0.4375,0.4615384615384615,0.0,0.1428571428571428,0.2142857142857142,23,43,1,0,0,1473.650623369746,1488.7622989106223,-15.111675540876377,1458.3088408784752,1504.6853973252487,-46.37655644677352
2459,2008-01-08,0.1856677524429967,0.8143322475570033,Hard,2nd Round,WTA250_o_menor,36.0,1.0,0.75,0.6,0.6666666666666666,0.5,0.7142857142857143,0.8461538461538461,24,46,0,0,0,1536.623063198409,1646.7800380132742,-110.15697481486518,1544.5944464595284,1679.2257029740508,-134.63125651452242
2460,2008-01-09,0.5376344086021505,0.4623655913978494,Hard,Quarterfinals,WTA250_o_menor,-18.0,0.75,1.0,0.4705882352941176,0.4444444444444444,0.5,0.4,0.5,24,20,1,0,0,1490.3461032306232,1480.9485857804189,9.397517450204305,1476.4319655434465,1490.6348086738835,-14.202843130437032
2461,2008-01-09,0.4623655913978494,0.5376344086021505,Hard,Quarterfinals,WTA250_o_menor,-8.0,1.0,0.6666666666666666,0.6904761904761905,0.5666666666666667,0.0,0.5714285714285714,0.625,51,57,0,0,0,1619.864090990726,1622.6240917940133,-2.760000803287312,1621.7821726093966,1653.3462624424924,-31.56408983309575
2462,2008-01-09,0.7662835249042146,0.2337164750957854,Hard,Quarterfinals,WTA250_o_menor,-37.0,0.8,0.6666666666666666,0.6744186046511628,0.5172413793103449,0.5,0.4285714285714285,0.5,47,43,1,0,0,1657.8705394256492,1524.7527449738575,133.11779445179172,1689.3184562713022,1538.7786306340347,150.53982563726754
2463,2008-01-09,0.2903930131004367,0.7096069868995633,Hard,Quarterfinals,WTA250_o_menor,43.0,0.5,0.75,0.375,0.5128205128205128,0.0,0.4,0.25,20,56,0,0,0,1476.1661867134587,1534.6823601493772,-58.51617343591852,1457.0738543282446,1552.5055830050778,-95.43172867683325
2464,2008-01-10,0.4225721784776903,0.5774278215223098,Hard,Semifinals,WTA250_o_menor,3.0,0.8,0.75,0.525,0.5806451612903226,0.5,0.0,0.3333333333333333,57,58,1,0,0,1548.0127851899572,1638.4969917334631,-90.48420654350593,1564.2180762897997,1667.89666826861,-103.67859197881035
2465,2008-01-10,0.2337164750957854,0.7662835249042146,Hard,Semifinals,WTA250_o_menor,43.0,0.8,0.8333333333333334,0.5,0.6818181818181818,0.5,0.4,0.3333333333333333,25,48,0,0,0,1505.9134370674612,1668.0235862921604,-162.11014922469917,1493.0856665485442,1698.7894027544205,-205.70373620587634
2466,2008-01-06,0.5108983894961516,0.4891016105038485,Hard,1st Round,WTA250_o_menor,-35.0,0.0,0.0,0.5925925925925926,0.5,0.5,0.8571428571428571,0.5714285714285714,43,38,1,0,0,1545.6436282486281,1504.4303504967402,41.21327775188797,1596.0828566063597,1486.567775230304,109.5150813760556
2467,2008-01-06,0.25,0.75,Hard,1st Round,WTA250_o_menor,45.0,0.0,0.0,0.4210526315789473,0.7105263157894737,0.0,0.5555555555555556,0.7272727272727273,29,51,0,0,0,1461.8326764204855,1665.1129313722222,-203.28025495173665,1434.645511666711,1664.2093054022032,-229.56379373549225
2468,2008-01-06,0.4109947643979057,0.5890052356020942,Hard,1st Round,WTA250_o_menor,5.0,0.0,0.0,0.6170212765957447,0.71875,0.0,0.7307692307692307,0.6666666666666666,68,49,1,0,0,1569.0444782738052,1635.042008055029,-65.99752978122388,1603.7585700764043,1672.5851446744277,-68.8265745980234
2469,2008-01-07,0.75,0.25,Hard,1st Round,WTA250_o_menor,-22.0,0.5,0.5,0.7450980392156863,0.5294117647058824,1.0,1.0,0.6521739130434783,70,52,0,0,0,1680.060803989591,1533.6543034859833,146.40650050360773,1736.8024186837313,1564.1375857325736,172.66483295115768
2470,2008-01-07,0.5376344086021505,0.4623655913978494,Hard,1st Round,WTA250_o_menor,-7.0,0.5,0.6666666666666666,0.660377358490566,0.6363636363636364,1.0,0.7333333333333333,0.8571428571428571,75,66,1,0,0,1672.9546935284013,1619.4190338257497,53.53565970265163,1719.0508345188443,1661.1135453014326,57.93728921741172
2471,2008-01-07,0.25,0.75,Hard,1st Round,WTA250_o_menor,75.0,0.0,0.0,0.3461538461538461,0.4615384615384615,0.5,0.3703703703703703,0.7222222222222222,39,44,0,0,0,1404.8197172626478,1528.7677618048667,-123.9480445422189,1369.5178220171808,1591.6033182063138,-222.08549618913298
2472,2008-01-07,0.3923076923076922,0.6076923076923076,Hard,1st Round,WTA250_o_menor,24.0,0.0,0.6666666666666666,0.3636363636363636,0.48,0.5,0.5,0.6666666666666666,31,37,1,0,0,1465.1834176246437,1527.986010655427,-62.80259303078333,1467.0007596456269,1557.6768679895188,-90.67610834389188
2473,2008-01-07,,,Hard,1st Round,WTA250_o_menor,66.0,0.0,0.0,0.5882352941176471,0.7111111111111111,0.5,0.4545454545454545,0.9285714285714286,22,55,0,0,0,1553.751071705546,1728.0874609395612,-174.3363892340151,1517.299083090765,1793.99342187495,-276.694338784185
2474,2008-01-07,0.8308157099697885,0.1691842900302115,Hard,1st Round,WTA250_o_menor,-102.0,0.6666666666666666,0.5,0.6666666666666666,0.2142857142857142,0.5,0.8421052631578947,0.3125,66,23,1,0,0,1641.9605067658854,1417.7862324560597,224.1742743098257,1651.4698406286511,1455.7955142070793,195.67432642157178
2475,2008-01-07,0.25,0.75,Hard,1st Round,WTA250_o_menor,41.0,0.0,0.0,0.375,0.5,0.5,0.4615384615384615,0.7142857142857143,27,73,0,0,0,1480.418064205245,1573.5442681742645,-93.12620396901957,1506.627424056673,1688.8740955187732,-182.24667146210027
2476,2008-01-07,0.1691842900302115,0.8308157099697885,Hard,1st Round,WTA250_o_menor,86.0,0.5,0.0,0.3333333333333333,0.7352941176470589,0.5,0.4166666666666667,1.0,18,53,1,0,0,1442.3378902325412,1710.1885961139249,-267.85070588138365,1438.4703204005673,1764.8068323499745,-326.33651194940717
2477,2008-01-07,0.1691842900302115,0.8308157099697885,Hard,1st Round,WTA250_o_menor,77.0,0.5,0.6666666666666666,0.4230769230769231,0.7222222222222222,0.5,0.4545454545454545,1.0,39,50,0,0,0,1486.3747802576272,1674.1943501027063,-187.81956984507906,1479.151537234574,1721.4147638374025,-242.26322660282835
2478,2008-01-08,0.4109947643979057,0.5890052356020942,Hard,2nd Round,WTA250_o_menor,9.0,0.6666666666666666,0.5,0.5428571428571428,0.625,0.5,0.7142857142857143,0.5789473684210527,53,69,1,0,0,1556.0239400515309,1588.047740851731,-32.023800800200206,1587.4932715660493,1622.8873301921624,-35.394058626113065
2479,2008-01-08,0.5376344086021505,0.4623655913978494,Hard,2nd Round,WTA250_o_menor,24.0,0.6666666666666666,0.5,0.375,0.4166666666666667,0.5,0.25,0.3333333333333333,19,32,0,0,0,1468.6974672627837,1484.0444903804614,-15.347023117677736,1466.2285218161064,1487.0842525432454,-20.855730727138962
2480,2008-01-08,0.6928406466512702,0.3071593533487298,Hard,2nd Round,WTA250_o_menor,-26.0,0.0,0.5,0.675,0.717948717948718,0.5,0.7777777777777778,0.4615384615384615,65,52,1,0,0,1671.7868493543733,1672.6912774638213,-0.9044281094479629,1767.6559923832235,1670.9476390410025,96.70835334222102
2481,2008-01-08,0.645320197044335,0.354679802955665,Hard,2nd Round,WTA250_o_menor,-15.0,0.5,0.5,0.5128205128205128,0.4814814814814814,0.5,0.6086956521739131,0.3333333333333333,74,45,0,0,0,1585.3554848569204,1539.2901753237375,46.065309533182926,1697.174853864157,1598.573498110393,98.60135575376398
2482,2008-01-08,0.5890052356020942,0.4109947643979057,Hard,2nd Round,WTA250_o_menor,-15.0,0.0,0.75,0.6976744186046512,0.6730769230769231,0.3333333333333333,1.0,0.6842105263157895,66,67,1,0,0,1672.3154256873274,1648.8653550411848,23.45007064614265,1743.2626593198947,1659.304322707037,83.95833661285769
2483,2008-01-08,0.4623655913978494,0.5376344086021505,Hard,2nd Round,WTA250_o_menor,-3.0,1.0,0.75,0.6666666666666666,0.7297297297297297,0.5,0.8,0.8571428571428571,76,51,0,0,0,1686.5086138992901,1682.2994210498964,4.20919284939373,1732.4071832126933,1727.772450690893,4.634732521800288
2484,2008-01-08,0.4109947643979057,0.5890052356020942,Hard,2nd Round,WTA250_o_menor,-10.0,0.0,1.0,0.6981132075471698,0.717391304347826,1.0,0.96,0.8125,90,56,1,0,0,1656.679669543892,1736.6712009982605,-79.99153145436844,1747.4335778630355,1799.4011991105854,-51.967621247549914
2485,2008-01-09,0.2337164750957854,0.7662835249042146,Hard,Quarterfinals,WTA250_o_menor,23.0,0.6666666666666666,0.5,0.5,0.7045454545454546,0.0,0.5,0.6923076923076923,46,67,0,0,0,1557.3992172523058,1687.2371469084142,-129.83792965610837,1618.996155897,1755.4697782115877,-136.4736223145876
