,surface,round,tournament_type,rank_diff,wins2meses_p1,wins2meses_p2,ratio_superficie_p1,ratio_superficie_p2,h2h,ratio_ronda_p1,ratio_ronda_p2,experiencia_p1,experiencia_p2,is_new_p1,is_new_p2,elo_p1,elo_p2,elo_diff,elo_global_p1,elo_global_p2,elo_global_diff
0,Hard,1st Round,WTA250_o_menor,-59.0,0.0,0.0,0.0909090909090909,0.0,0.5,0.1904761904761904,0.0,28,3,0,1,1403.1396581872705,1457.7708119189808,-54.63115373171036,1428.5824947209585,1458.0672512672534,-29.484756546295102
1,Hard,1st Round,WTA250_o_menor,93.0,0.0,0.6666666666666666,0.4,0.6578947368421053,0.5,0.4,0.8333333333333334,0,42,1,0,1500.0,1647.076399783351,-147.076399783351,1500.0,1684.5712430486478,-184.57124304864783
2,Hard,1st Round,WTA250_o_menor,23.0,0.0,0.0,0.4166666666666667,0.2272727272727272,0.5,0.4285714285714285,0.4230769230769231,37,43,0,0,1489.4465933760866,1383.5300172901884,105.9165760858982,1476.859043257023,1431.3622572960487,45.496785960974194
3,Hard,1st Round,WTA250_o_menor,-36.0,0.0,0.0,0.375,0.5714285714285714,0.5,0.56,0.5714285714285714,46,17,0,0,1457.1110936062057,1510.2465211481797,-53.13542754197397,1505.1175876732073,1541.1310363405942,-36.01344866738691
4,Hard,1st Round,WTA250_o_menor,-17.0,0.0,0.0,0.3076923076923077,0.5555555555555556,0.5,0.3636363636363636,0.5714285714285714,16,12,0,0,1429.8457169629762,1517.4557620393705,-87.61004507639404,1424.7991118726886,1510.2693020142935,-85.47019014160492
5,Hard,1st Round,WTA250_o_menor,93.0,0.0,0.0,0.4,0.1666666666666666,0.5,0.4,0.2,0,6,1,1,1500.0,1436.0722196083725,63.92778039162749,1500.0,1438.810243197296,61.18975680270387
6,Hard,1st Round,WTA250_o_menor,-50.0,0.0,0.0,0.5909090909090909,0.4,0.5,0.5384615384615384,0.5294117647058824,55,30,0,0,1585.099884279999,1476.3319341664012,108.76795011359786,1601.2523858950806,1477.5324487980984,123.71993709698222
7,Hard,2nd Round,WTA250_o_menor,35.0,0.0,1.0,0.4166666666666667,0.5294117647058824,0.5,0.4545454545454545,0.3,37,30,0,0,1500.714642487308,1536.8942858510625,-36.1796433637544,1490.7757334247133,1588.2764610544798,-97.50072762976652
8,Hard,2nd Round,WTA250_o_menor,-76.0,0.6666666666666666,0.0,0.6578947368421053,0.3076923076923077,0.5,0.8333333333333334,0.3333333333333333,42,16,0,0,1656.6808224357594,1449.79691499094,206.88390744481944,1692.7900043090538,1444.6576357857723,248.13236852328123
9,Hard,2nd Round,WTA250_o_menor,-38.0,1.0,1.0,0.4230769230769231,0.9333333333333332,0.5,0.4,1.0,47,15,0,0,1482.2927658305628,1682.8406265710132,-200.5478607404505,1540.8885843916698,1694.7382880190514,-153.8497036273816
10,Hard,2nd Round,WTA250_o_menor,12.0,1.0,1.0,0.625,0.8,0.5,0.75,0.2,18,14,0,0,1523.818445270589,1594.8129654327597,-70.99452016217037,1555.478470097149,1598.92735483334,-43.44888473619108
11,Hard,2nd Round,WTA250_o_menor,-86.0,1.0,1.0,0.4285714285714285,0.2857142857142857,0.5,0.1666666666666666,0.0,21,7,0,1,1474.36173030059,1454.9834230809695,19.37830721962041,1459.6239370546618,1457.5993578314856,2.0245792231762607
12,Hard,2nd Round,WTA250_o_menor,48.0,1.0,1.0,0.1666666666666666,0.5,0.0,0.5,0.4117647058823529,29,53,0,0,1421.6349841616702,1519.3394522028425,-97.70446804117203,1445.9370676705068,1534.456539838019,-88.51947216751205
13,Hard,2nd Round,WTA250_o_menor,38.0,1.0,0.0,0.4545454545454545,0.53125,0.5,0.3333333333333333,0.6923076923076923,21,50,0,0,1501.1795893230794,1540.469166567664,-39.28957724458451,1528.397196479307,1571.404306464799,-43.00710998549198
14,Hard,2nd Round,WTA250_o_menor,-38.0,1.0,1.0,0.6,0.4166666666666667,0.5,0.5333333333333333,0.375,56,24,0,0,1596.2484008217566,1482.9816904932743,113.2667103284823,1611.784075047552,1503.8400299340344,107.94404511351765
15,Hard,Quarterfinals,WTA250_o_menor,-16.0,1.0,1.0,0.6,0.5555555555555556,0.5,0.5,0.4,56,31,0,0,1607.209535894962,1551.2341480807434,55.97538781421872,1622.9670700980791,1599.900657244619,23.06641285346018
16,Hard,Quarterfinals,WTA250_o_menor,93.0,1.0,0.6666666666666666,0.375,0.675,0.5,0.4,0.5,8,44,1,0,1471.874902870763,1664.1398471941582,-192.2649443233952,1473.692592094967,1698.977319694259,-225.28472759929195
17,Hard,Quarterfinals,WTA250_o_menor,-3.0,1.0,1.0,0.6666666666666666,0.9375,0.0,1.0,1.0,19,16,0,0,1543.0431070344036,1690.5103189875674,-147.46721195316377,1573.4689993640648,1704.0826863205618,-130.61368695649708
18,Hard,Quarterfinals,WTA250_o_menor,63.0,1.0,1.0,0.2307692307692307,0.5454545454545454,0.0,1.0,0.25,30,51,0,0,1442.0194673951298,1554.6674881468575,-112.64802075172793,1465.927566809067,1585.4338099561155,-119.50624314704852
19,Hard,Semifinals,WTA250_o_menor,-31.0,1.0,1.0,0.5789473684210527,0.9411764705882352,0.5,0.4,0.6666666666666666,32,17,0,0,1569.7898359098704,1700.0996265090234,-130.30979059915308,1616.9613468713071,1714.3359138228757,-97.37456695156811
20,Hard,Semifinals,WTA250_o_menor,-63.0,1.0,1.0,0.2857142857142857,0.4444444444444444,0.5,1.0,0.4,31,9,0,1,1463.0326520560045,1495.923725268061,-32.891073212056654,1487.223791032609,1498.8222947843192,-11.598503751710268
21,Hard,The Final,WTA250_o_menor,18.0,1.0,1.0,0.3333333333333333,0.9444444444444444,0.5,0.4,1.0,32,18,0,0,1480.5428332055656,1710.3650473593243,-229.82221415375895,1503.7577235395086,1725.9654859049233,-222.20776236541477
22,Hard,1st Round,WTA250_o_menor,48.0,0.0,0.0,0.1666666666666666,0.1818181818181818,0.5,0.2307692307692307,0.45,19,36,0,0,1440.5323792392774,1409.615382126044,30.91699711323349,1410.9685206399645,1441.7934017731743,-30.824881133210056
23,Hard,1st Round,WTA250_o_menor,-10.0,0.0,0.0,0.6304347826086957,0.6818181818181818,1.0,0.76,0.875,67,36,0,0,1583.6850209439951,1613.276608933725,-29.59158798972976,1621.0984831329688,1591.9343352865374,29.164147846431437
24,Hard,1st Round,WTA250_o_menor,23.0,0.0,0.0,0.4545454545454545,0.7297297297297297,0.0,0.6470588235294118,0.7619047619047619,34,50,0,0,1497.1555695814302,1689.1525322055727,-191.9969626241425,1528.668355091464,1687.0360303183554,-158.36767522689138
25,Hard,1st Round,WTA250_o_menor,83.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.3333333333333333,0.48,8,54,1,0,1473.617460968047,1612.3269001206809,-138.70943915263388,1446.985968129369,1644.933857573242,-197.947889443873
26,Hard,1st Round,WTA250_o_menor,23.0,0.0,0.0,0.0,0.36,0.5,0.3,0.5,14,33,0,0,1461.0144406479938,1410.8531131732882,50.16132747470556,1402.9927686826816,1415.8329074276658,-12.840138744984188
27,Hard,1st Round,WTA250_o_menor,74.0,0.0,0.0,0.3571428571428571,0.7272727272727273,0.5,0.5,1.0,18,47,0,0,1465.5057884795335,1678.0946635939683,-212.5888751144346,1443.2317951195018,1733.3738492049993,-290.1420540854974
28,Hard,1st Round,WTA250_o_menor,93.0,0.0,0.0,0.25,0.5,0.5,0.3333333333333333,0.5454545454545454,4,40,1,0,1469.0704483920326,1515.2861399076448,-46.21569151561221,1472.9396270307864,1531.1346832582158,-58.19505622742941
29,Hard,2nd Round,WTA250_o_menor,93.0,1.0,1.0,0.2307692307692307,0.6875,0.0,0.5,0.9166666666666666,22,46,0,0,1424.477407464814,1655.585244919365,-231.10783745455117,1462.6542398399097,1688.3117827426406,-225.6575429027309
30,Hard,2nd Round,WTA250_o_menor,-24.0,1.0,1.0,0.6428571428571429,0.5714285714285714,1.0,0.8571428571428571,0.6923076923076923,64,55,0,0,1618.9722759838453,1622.2581536292248,-3.2858776453795144,1662.9768048224282,1652.691166723865,10.28563809856314
31,Hard,2nd Round,WTA250_o_menor,8.0,0.0,1.0,0.48,0.6122448979591837,0.6666666666666666,0.3529411764705882,0.6521739130434783,43,70,0,0,1541.263377891125,1618.613203189959,-77.34982529883405,1604.4406428312875,1674.0332903917283,-69.59264756044081
32,Hard,2nd Round,WTA250_o_menor,-50.0,1.0,1.0,0.6521739130434783,0.4761904761904761,1.0,0.8461538461538461,0.1666666666666666,40,35,0,0,1587.1195946369266,1501.402902225901,85.71669241102563,1625.5737942397843,1493.526186971873,132.04760726791187
33,Hard,2nd Round,WTA250_o_menor,93.0,1.0,1.0,0.4,0.6956521739130435,0.5,0.0,0.6666666666666666,5,37,1,0,1487.1862949487083,1627.9171516039148,-140.73085665520648,1491.5948234571397,1609.2742483431018,-117.67942488596212
34,Hard,2nd Round,WTA250_o_menor,-77.0,1.0,1.0,0.7352941176470589,0.25,0.5,0.8461538461538461,0.0,48,15,0,0,1685.367477944632,1474.7203437368391,210.6471342077928,1738.4426041620702,1419.5838098648444,318.8587942972258
35,Hard,2nd Round,WTA250_o_menor,-15.0,1.0,1.0,0.6111111111111112,0.4782608695652174,0.0,0.5454545454545454,0.4545454545454545,37,35,0,0,1549.943256480424,1521.1951704147807,28.74808606564329,1564.0191413975488,1551.4950800076165,12.524061389932513
36,Hard,Quarterfinals,WTA250_o_menor,2.0,1.0,1.0,0.673469387755102,0.6511627906976745,0.0,0.3333333333333333,0.3,64,65,0,0,1641.5397646115428,1635.123591730086,6.41617288145676,1648.249505076505,1678.5032720135778,-30.25376693707267
37,Hard,Quarterfinals,WTA250_o_menor,21.0,1.0,1.0,0.5,0.696969696969697,0.0,0.3333333333333333,0.5,36,47,0,0,1538.5160555936027,1662.2764199281194,-123.76036433451668,1568.0715846676862,1695.170508375471,-127.0989237077847
38,Hard,Quarterfinals,WTA250_o_menor,17.0,1.0,1.0,0.7083333333333334,0.7428571428571429,0.5,0.4,0.4,38,49,0,0,1637.7688842200992,1692.7033002783753,-54.93441605827616,1620.0530641850344,1742.845308667024,-122.79224448198966
39,Hard,Quarterfinals,WTA250_o_menor,2.0,1.0,1.0,0.6666666666666666,0.62,0.5,0.7142857142857143,0.3333333333333333,41,71,0,0,1599.2503808957767,1631.1088192762172,-31.858438380440475,1635.7695915362804,1686.870615016702,-51.101023480421645
40,Hard,Semifinals,WTA250_o_menor,13.0,1.0,1.0,0.72,0.6274509803921569,0.5,0.0,0.6666666666666666,39,72,0,0,1656.2778343957682,1645.6457821513277,10.632052244440729,1641.483609014656,1700.5341496836768,-59.05054066902085
41,Hard,Semifinals,WTA250_o_menor,-13.0,1.0,1.0,0.68,0.7058823529411765,0.5,0.3333333333333333,1.0,65,48,0,0,1657.244322515879,1672.806464866295,-15.562142350416025,1665.6392317886502,1705.5652250536384,-39.925993264988165
42,Hard,The Final,WTA250_o_menor,-1.0,1.0,1.0,0.7307692307692307,0.7142857142857143,0.5,0.4,0.0,40,49,0,0,1671.78836307494,1688.0902806162887,-16.301917541348757,1660.177101276258,1719.7346162136375,-59.55751493737944
43,Hard,1st Round,WTA250_o_menor,-12.0,0.0,0.0,0.4090909090909091,0.4814814814814814,0.5,0.35,0.5217391304347826,34,41,0,0,1463.6131527223392,1497.1702933509691,-33.557140628629895,1482.4661929188917,1512.4794868318625,-30.013293912970767
44,Hard,1st Round,WTA250_o_menor,-13.0,0.5,0.5,0.4864864864864865,0.7272727272727273,0.5,0.6428571428571429,1.0,54,15,0,0,1498.954968969383,1575.5883036689454,-76.63333469956274,1514.4660406994587,1580.9368255664244,-66.47078486696569
45,Hard,1st Round,WTA250_o_menor,-90.0,0.0,0.0,0.3888888888888889,0.0,0.5,0.4736842105263157,0.0,31,1,0,1,1493.0841037854557,1484.0,9.084103785455454,1501.6613879145498,1485.330568813651,16.330819100898452
46,Hard,1st Round,WTA250_o_menor,10.0,0.5,0.0,0.5517241379310345,0.6206896551724138,0.5,0.5,0.7894736842105263,56,44,0,0,1606.106837882984,1617.3427792549894,-11.2359413720053,1637.1646995327155,1641.1074572663963,-3.942757733680992
47,Hard,1st Round,WTA250_o_menor,71.0,0.5,0.0,0.3333333333333333,0.25,0.5,0.5,0.3846153846153846,6,20,1,0,1477.334562332524,1412.565823593142,64.76873873938189,1480.8160076152071,1427.4652225885952,53.3507850266119
48,Hard,1st Round,WTA250_o_menor,2.0,0.0,0.0,0.44,0.4761904761904761,0.5,0.6956521739130435,0.6086956521739131,42,46,0,0,1471.8418271840887,1491.8517114604226,-20.00988427633388,1487.3129537630805,1517.1886045741724,-29.875650811091877
49,Hard,1st Round,WTA250_o_menor,41.0,0.0,0.0,0.1666666666666666,0.675,0.5,0.4285714285714285,0.75,37,49,0,0,1395.0354162299934,1604.0948124647275,-209.0593962347341,1424.3775764510592,1604.5575360021903,-180.1799595511311
50,Hard,1st Round,WTA250_o_menor,-17.0,0.5,0.0,0.4,0.4705882352941176,0.5,0.5,0.2857142857142857,22,23,0,0,1457.4702505107969,1461.3871633128144,-3.9169128020175776,1443.5307027911804,1416.946549841226,26.584152949954387
51,Hard,1st Round,WTA250_o_menor,72.0,0.0,0.0,0.1111111111111111,0.2857142857142857,0.5,0.0833333333333333,0.4444444444444444,15,18,0,0,1401.2512091976218,1447.4864892099718,-46.235280012349904,1340.1875723125224,1460.6626394588072,-120.4750671462848
52,Hard,1st Round,WTA250_o_menor,14.0,0.0,0.0,0.5714285714285714,0.4814814814814814,0.5,0.7,0.6470588235294118,23,35,0,0,1520.6866481216994,1519.3059117870869,1.380736334612493,1527.3236558169426,1554.976769615314,-27.65311379837135
53,Hard,1st Round,WTA250_o_menor,93.0,0.0,0.0,0.0,0.4642857142857143,0.0,0.0,0.7,3,53,1,0,1457.0610535689566,1510.390148190734,-53.32909462177736,1459.1674411001436,1589.4931175736465,-130.32567647350265
54,Hard,1st Round,WTA250_o_menor,-69.0,0.6666666666666666,0.0,0.6585365853658537,0.3076923076923077,1.0,0.8461538461538461,0.4347826086956521,45,35,0,0,1640.0910247968602,1408.9122155945754,231.1788092022848,1673.8476170049069,1396.003002414472,277.84461459043496
55,Hard,2nd Round,WTA250_o_menor,46.0,1.0,1.0,0.3076923076923077,0.6829268292682927,0.5,0.4,0.6428571428571429,21,50,0,0,1431.514455961745,1611.4824399584184,-179.9679839966734,1445.9029867353972,1612.9316405547772,-167.02865381938
56,Hard,2nd Round,WTA250_o_menor,-86.0,0.5,0.0,0.5,0.0,0.5,0.4545454545454545,0.3333333333333333,42,14,0,0,1511.6297174641477,1448.4703959921535,63.15932147199396,1527.1007514237374,1430.8587316053677,96.24201981836973
57,Hard,2nd Round,WTA250_o_menor,59.0,1.0,0.0,0.5,0.3333333333333333,0.5,0.4,0.0,2,19,1,0,1500.418243136898,1458.2329741288702,42.18526900802772,1502.082077455384,1438.163040162431,63.919037292953135
58,Hard,2nd Round,WTA250_o_menor,37.0,1.0,0.0,0.375,0.5714285714285714,0.5,0.4,0.4444444444444444,19,26,0,0,1461.3697563515038,1540.419435208075,-79.04967885657084,1471.326724566785,1544.211523173704,-72.88479860691882
59,Hard,2nd Round,WTA250_o_menor,-21.0,1.0,0.6666666666666666,0.4827586206896552,0.5,1.0,0.7777777777777778,0.3888888888888889,54,55,0,0,1523.9533597456175,1518.4279259707134,5.525433774904059,1599.757900839494,1533.4903242220369,66.26757661745705
60,Hard,2nd Round,WTA250_o_menor,20.0,0.6666666666666666,0.5,0.4375,0.4615384615384615,0.0,0.1428571428571428,0.2142857142857142,23,43,0,0,1473.650623369746,1488.7622989106223,-15.111675540876377,1458.3088408784752,1504.6853973252487,-46.37655644677352
61,Hard,2nd Round,WTA250_o_menor,36.0,1.0,0.75,0.6,0.6666666666666666,0.5,0.7142857142857143,0.8461538461538461,24,46,0,0,1536.623063198409,1646.7800380132742,-110.15697481486518,1544.5944464595284,1679.2257029740508,-134.63125651452242
62,Hard,Quarterfinals,WTA250_o_menor,-18.0,0.75,1.0,0.4705882352941176,0.4444444444444444,0.5,0.4,0.5,24,20,0,0,1490.3461032306232,1480.9485857804189,9.397517450204305,1476.4319655434465,1490.6348086738835,-14.202843130437032
63,Hard,Quarterfinals,WTA250_o_menor,-8.0,1.0,0.6666666666666666,0.6904761904761905,0.5666666666666667,0.0,0.5714285714285714,0.625,51,57,0,0,1619.864090990726,1622.624091794013,-2.760000803287312,1621.7821726093966,1653.3462624424924,-31.56408983309575
64,Hard,Quarterfinals,WTA250_o_menor,-37.0,0.8,0.6666666666666666,0.6744186046511628,0.5172413793103449,0.5,0.4285714285714285,0.5,47,43,0,0,1657.8705394256492,1524.7527449738575,133.11779445179172,1689.3184562713022,1538.7786306340347,150.53982563726754
65,Hard,Quarterfinals,WTA250_o_menor,43.0,0.5,0.75,0.375,0.5128205128205128,0.0,0.4,0.25,20,56,0,0,1476.1661867134587,1534.6823601493772,-58.51617343591852,1457.0738543282446,1552.5055830050778,-95.43172867683325
66,Hard,Semifinals,WTA250_o_menor,3.0,0.8,0.75,0.525,0.5806451612903226,0.5,0.0,0.3333333333333333,57,58,0,0,1548.0127851899572,1638.4969917334631,-90.48420654350592,1564.2180762897997,1667.89666826861,-103.67859197881036
67,Hard,Semifinals,WTA250_o_menor,43.0,0.8,0.8333333333333334,0.5,0.6818181818181818,0.5,0.4,0.3333333333333333,25,48,0,0,1505.9134370674612,1668.0235862921604,-162.11014922469917,1493.0856665485442,1698.7894027544205,-205.70373620587637
68,Hard,1st Round,WTA250_o_menor,-35.0,0.0,0.0,0.5925925925925926,0.5,0.5,0.8571428571428571,0.5714285714285714,43,38,0,0,1545.643628248628,1504.4303504967402,41.21327775188797,1596.0828566063597,1486.567775230304,109.5150813760556
69,Hard,1st Round,WTA250_o_menor,45.0,0.0,0.0,0.4210526315789473,0.7105263157894737,0.0,0.5555555555555556,0.7272727272727273,29,51,0,0,1461.8326764204855,1665.1129313722222,-203.28025495173665,1434.645511666711,1664.2093054022032,-229.56379373549225
70,Hard,1st Round,WTA250_o_menor,5.0,0.0,0.0,0.6170212765957447,0.71875,0.0,0.7307692307692307,0.6666666666666666,68,49,0,0,1569.0444782738052,1635.042008055029,-65.99752978122388,1603.7585700764043,1672.5851446744275,-68.8265745980234
71,Hard,1st Round,WTA250_o_menor,-22.0,0.5,0.5,0.7450980392156863,0.5294117647058824,1.0,1.0,0.6521739130434783,70,52,0,0,1680.060803989591,1533.6543034859833,146.40650050360773,1736.8024186837313,1564.1375857325736,172.66483295115768
72,Hard,1st Round,WTA250_o_menor,-7.0,0.5,0.6666666666666666,0.660377358490566,0.6363636363636364,1.0,0.7333333333333333,0.8571428571428571,75,66,0,0,1672.954693528401,1619.4190338257497,53.53565970265163,1719.0508345188443,1661.1135453014326,57.93728921741172
73,Hard,1st Round,WTA250_o_menor,75.0,0.0,0.0,0.3461538461538461,0.4615384615384615,0.5,0.3703703703703703,0.7222222222222222,39,44,0,0,1404.8197172626478,1528.7677618048667,-123.9480445422189,1369.5178220171808,1591.6033182063138,-222.08549618913295
74,Hard,1st Round,WTA250_o_menor,24.0,0.0,0.6666666666666666,0.3636363636363636,0.48,0.5,0.5,0.6666666666666666,31,37,0,0,1465.1834176246437,1527.986010655427,-62.80259303078333,1467.0007596456269,1557.6768679895188,-90.67610834389188
75,Hard,1st Round,WTA250_o_menor,66.0,0.0,0.0,0.5882352941176471,0.7111111111111111,0.5,0.4545454545454545,0.9285714285714286,22,55,0,0,1553.751071705546,1728.0874609395612,-174.3363892340151,1517.299083090765,1793.99342187495,-276.694338784185
76,Hard,1st Round,WTA250_o_menor,-90.0,0.6666666666666666,0.5,0.6666666666666666,0.2142857142857142,0.5,0.8421052631578947,0.3125,66,23,0,0,1641.9605067658854,1417.7862324560597,224.1742743098257,1651.4698406286511,1455.7955142070791,195.67432642157175
77,Hard,1st Round,WTA250_o_menor,41.0,0.0,0.0,0.375,0.5,0.5,0.4615384615384615,0.7142857142857143,27,73,0,0,1480.418064205245,1573.5442681742643,-93.12620396901956,1506.627424056673,1688.8740955187732,-182.24667146210027
78,Hard,1st Round,WTA250_o_menor,86.0,0.5,0.0,0.3333333333333333,0.7352941176470589,0.5,0.4166666666666667,1.0,18,53,0,0,1442.3378902325412,1710.1885961139249,-267.85070588138365,1438.4703204005673,1764.8068323499745,-326.3365119494072
79,Hard,1st Round,WTA250_o_menor,77.0,0.5,0.6666666666666666,0.4230769230769231,0.7222222222222222,0.5,0.4545454545454545,1.0,39,50,0,0,1486.3747802576272,1674.1943501027065,-187.81956984507903,1479.151537234574,1721.4147638374025,-242.26322660282835
80,Hard,2nd Round,WTA250_o_menor,9.0,0.6666666666666666,0.5,0.5428571428571428,0.625,0.5,0.7142857142857143,0.5789473684210527,53,69,0,0,1556.0239400515309,1588.047740851731,-32.023800800200206,1587.493271566049,1622.8873301921624,-35.394058626113065
81,Hard,2nd Round,WTA250_o_menor,24.0,0.6666666666666666,0.5,0.375,0.4166666666666667,0.5,0.25,0.3333333333333333,19,32,0,0,1468.6974672627837,1484.0444903804614,-15.347023117677736,1466.2285218161064,1487.0842525432454,-20.85573072713896
82,Hard,2nd Round,WTA250_o_menor,-26.0,0.0,0.5,0.675,0.717948717948718,0.5,0.7777777777777778,0.4615384615384615,65,52,0,0,1671.786849354373,1672.6912774638213,-0.9044281094479628,1767.6559923832235,1670.9476390410025,96.70835334222102
