,surface,round,tournament_type,rank_diff,wins2meses_p1,wins2meses_p2,ratio_superficie_p1,ratio_superficie_p2,h2h,ratio_ronda_p1,ratio_ronda_p2,experiencia_p1,experiencia_p2,is_new_p1,is_new_p2,elo_p1,elo_p2,elo_diff,elo_global_p1,elo_global_p2,elo_global_diff
4714,Hard,1st Round,WTA250_o_menor,32.0,0.5,0.0,0.4848484848484848,0.7062937062937062,1.0,0.58,0.9545454545454546,128,222,0,0,1490.2676993699502,1787.590184722176,-297.32248535222584,1625.8527739047163,1823.575061658639,-197.7222877539225
4715,Hard,1st Round,WTA250_o_menor,27.0,0.5,0.6666666666666666,0.4642857142857143,0.5432098765432098,0.5,0.5757575757575758,0.6666666666666666,63,125,0,0,1557.4912635879543,1613.0372496704697,-55.54598608251513,1649.2445763295657,1668.9675441508457,-19.722967821280008
4716,Hard,1st Round,WTA250_o_menor,-76.0,0.0,0.0,0.45,0.0714285714285714,0.5,0.5714285714285714,0.28,61,34,0,0,1539.7837799196122,1376.347314400765,163.43646551884717,1678.9865158553455,1389.1960699304086,289.7904459249371
4717,Hard,1st Round,WTA250_o_menor,1.0,0.0,0.8,0.6301369863013698,0.6581196581196581,0.0,0.7441860465116279,0.7183098591549296,113,203,0,0,1738.3222466410605,1781.156269802634,-42.83402316157367,1785.009395831808,1840.4494468519488,-55.4400510201408
4718,Hard,1st Round,WTA250_o_menor,-40.0,0.5,0.0,0.3478260869565217,0.35,0.5,0.396551724137931,0.391304347826087,101,73,0,0,1464.2960515865063,1479.9334246524145,-15.63737306590815,1551.825232597462,1530.4416400658863,21.38359253157546
4719,Hard,1st Round,WTA250_o_menor,-13.0,0.0,0.0,0.7043478260869566,0.686046511627907,1.0,0.7884615384615384,0.7297297297297297,179,122,0,0,1805.120770203379,1771.8535097596637,33.26726044371526,1873.3886546462868,1800.7594221664433,72.6292324798435
4720,Hard,1st Round,WTA250_o_menor,-90.0,0.0,0.0,0.5074626865671642,0.3823529411764705,0.5,0.56,0.4838709677419355,102,53,0,0,1558.4441683617483,1458.48006989464,99.96409846710844,1638.2147230376916,1463.5737068616563,174.641016176035
4721,Hard,1st Round,WTA250_o_menor,-44.0,0.0,0.6666666666666666,0.6635514018691588,0.4375,0.5,0.7209302325581395,0.1666666666666666,162,18,0,0,1688.8645535311157,1526.4893323048273,162.3752212262882,1731.3539338689543,1540.549285190422,190.80464867853243
4722,Hard,1st Round,WTA250_o_menor,-15.0,0.0,0.0,0.7319587628865979,0.5625,1.0,0.85,0.6176470588235294,151,75,0,0,1826.3359869324547,1625.6242358063705,200.7117511260842,1852.4743434727525,1736.5131480037096,115.96119546904264
4723,Hard,2nd Round,WTA250_o_menor,13.0,0.6666666666666666,0.6666666666666666,0.4925373134328358,0.3617021276595745,1.0,0.5945945945945946,0.4583333333333333,129,102,0,0,1517.3727900459298,1481.0156933639742,36.35709668195568,1650.0878301726518,1566.8417233083337,83.24610686431834
4724,Hard,2nd Round,WTA250_o_menor,-8.0,0.0,1.0,0.680327868852459,0.6521739130434783,1.0,0.8571428571428571,0.7142857142857143,200,176,0,0,1717.3375577585582,1732.3714760255666,-15.033918267008405,1841.464976123228,1797.9309380408092,43.53403808241888
4725,Hard,2nd Round,WTA250_o_menor,-14.0,0.5,1.0,0.5194805194805194,0.5147058823529411,1.0,0.59375,0.5185185185185185,122,103,0,0,1610.28546284618,1569.9636119976417,40.32185084853859,1662.0162643649935,1646.787452989304,15.228811375689476
4726,Hard,2nd Round,WTA250_o_menor,21.0,0.75,1.0,0.5487804878048781,0.6859504132231405,0.0,0.625,0.875,126,181,0,0,1626.5008357891752,1795.627110263697,-169.12627447452178,1684.0602423077844,1882.8451315068232,-198.78488919903884
4727,Hard,2nd Round,WTA250_o_menor,24.0,1.0,0.0,0.4761904761904761,0.8585858585858586,0.0,0.6875,0.9393939393939394,62,146,0,0,1548.7673178213545,1955.170097804042,-406.40277998268766,1684.0639109890922,2006.8803112629207,-322.816400273829
4728,Hard,2nd Round,WTA250_o_menor,-57.0,1.0,0.75,0.7346938775510204,0.4705882352941176,0.5,0.875,1.0,152,19,0,0,1834.000179154311,1549.4662679513578,284.5339112029528,1863.323974342419,1564.5477704586442,298.7762038837748
4729,Hard,2nd Round,WTA250_o_menor,18.0,0.75,1.0,0.6165413533834586,0.75,0.0,0.6666666666666666,0.8461538461538461,179,190,0,0,1645.4931090000582,1837.2874744882863,-191.7943654882281,1713.4051025897177,1873.7716834696112,-160.3665808798935
4730,Hard,2nd Round,WTA250_o_menor,-5.0,0.8333333333333334,0.5,0.6610169491525424,0.6896551724137931,0.5,0.7090909090909091,0.7352941176470589,204,123,0,0,1795.193623819233,1789.3808588740144,5.812764945218532,1853.917789091655,1820.056238415827,33.861550675828084
4731,Hard,Quarterfinals,WTA250_o_menor,-15.0,0.8571428571428571,0.75,0.6638655462184874,0.375,1.0,0.6896551724137931,0.8333333333333334,205,103,0,0,1810.9259610742688,1498.6839147536894,312.24204632057945,1868.363325745568,1586.6036331827054,281.7596925628627
4732,Hard,Quarterfinals,WTA250_o_menor,-17.0,1.0,0.8,0.7373737373737373,0.5542168674698795,0.75,0.65,0.3076923076923077,153,127,0,0,1839.208172939079,1649.727406108069,189.48076683100976,1868.1842881643925,1708.331213422079,159.85307474231354
4733,Hard,Quarterfinals,WTA250_o_menor,42.0,1.0,1.0,0.5217391304347826,0.86,0.5,0.3333333333333333,0.6296296296296297,104,147,0,0,1587.8122097643495,1957.9831732827995,-370.17096351845,1663.4883168834951,2011.1972261600704,-347.70890927657547
4734,Hard,Quarterfinals,WTA250_o_menor,3.0,1.0,1.0,0.752,0.6829268292682927,0.5,0.7058823529411765,0.6333333333333333,191,201,0,0,1845.2548500061705,1734.0294634956804,111.22538651049013,1882.8698487765955,1855.470586211427,27.39926256516833
4735,Hard,Semifinals,WTA250_o_menor,26.0,0.8,1.0,0.3877551020408163,0.8613861386138614,0.5,0.6,0.7857142857142857,104,148,0,0,1526.1345812291231,1961.3793947167017,-435.2448134875788,1613.3256297081673,2015.00643660402,-401.6808068958526
4736,Hard,Semifinals,WTA250_o_menor,-2.0,1.0,1.0,0.753968253968254,0.74,0.6666666666666666,0.375,0.5833333333333334,192,154,0,0,1856.300823931716,1847.2555057564211,9.04531817529437,1897.6106753423337,1877.301713286508,20.30896205582553
4737,Hard,The Final,WTA250_o_menor,-4.0,1.0,1.0,0.8627450980392157,0.7559055118110236,0.5,0.75,0.6666666666666666,149,193,0,0,1963.7946127322705,1871.8843657228847,91.9102470093851,2017.8900404885223,1912.676476842063,105.2135636464593
4738,Hard,1st Round,GS,44.0,0.6666666666666666,0.0,0.5420560747663551,0.8382352941176471,0.5,0.5555555555555556,1.0,155,117,0,0,1587.22249152907,1879.1934256097693,-291.9709340806994,1634.8026217636768,1897.815538617409,-263.0129168537321
4739,Hard,1st Round,GS,45.0,0.3333333333333333,0.5,0.4782608695652174,0.6774193548387096,0.0,0.5,0.875,73,202,0,0,1531.0867183280768,1722.9834895701351,-191.89677124205832,1571.079152983716,1840.7297596456883,-269.65060666197246
4740,Hard,1st Round,GS,-37.0,1.0,0.0,0.5714285714285714,0.1666666666666666,1.0,0.5151515151515151,0.25,75,13,0,0,1718.0341781159398,1468.7299216930444,249.30425642289535,1793.2563672938006,1531.87633452643,261.3800327673707
4741,Hard,1st Round,GS,8.0,0.3333333333333333,0.6666666666666666,0.5108695652173914,0.5737704918032787,0.0,0.6101694915254238,0.6944444444444444,125,95,0,0,1635.2224638199104,1655.4302283561165,-20.20776453620601,1665.8489412814215,1682.1615905706485,-16.312649289226783
4742,Hard,1st Round,GS,-22.0,0.0,0.0,0.2857142857142857,0.4838709677419355,0.5,0.4285714285714285,0.5405405405405406,20,67,0,0,1464.9075390219575,1482.276212833326,-17.368673811368353,1440.7814104455792,1477.0187630681617,-36.23735262258242
4743,Hard,1st Round,GS,-64.0,0.3333333333333333,0.0,0.4482758620689655,0.3181818181818182,0.5,0.5588235294117647,0.4642857142857143,64,47,0,0,1544.0276774692488,1420.263091324832,123.76458614441684,1634.1518781726263,1435.0508578552403,199.101020317386
4744,Hard,1st Round,GS,-41.0,0.6666666666666666,0.0,0.5641025641025641,0.5,0.5,0.7777777777777778,0.5,62,16,0,0,1633.7686761563448,1507.8126291968947,125.95604695945008,1653.3271748630532,1494.258697244391,159.0684776186622
4745,Hard,1st Round,GS,36.0,0.5,0.0,0.4722222222222222,0.4098360655737705,0.5,0.5588235294117647,0.5614035087719298,66,107,0,0,1511.8888073545766,1553.797011111039,-41.9082037564624,1546.0351213795043,1657.418423994298,-111.3833026147936
4746,Hard,1st Round,GS,-54.0,0.75,0.0,0.6583333333333333,0.6057692307692307,1.0,0.7222222222222222,0.631578947368421,206,150,0,0,1783.475294598835,1550.258295166891,233.21699943194403,1841.6413292201064,1587.0794989338965,254.56183028620967
4747,Hard,1st Round,GS,71.0,0.0,0.5,0.4,0.4545454545454545,0.5,0.4285714285714285,0.5862068965517241,22,63,0,0,1479.8820008359164,1545.9542423425971,-66.07224150668071,1468.6691444609455,1679.7469960919427,-211.07785163099695
4748,Hard,1st Round,GS,-90.0,1.0,0.0,0.8260869565217391,0.3333333333333333,0.5,1.0,0.5,24,6,0,1,1678.5269732935851,1473.483770844104,205.0432024494812,1667.202622976993,1485.498608127508,181.70401484948525
4749,Hard,1st Round,GS,92.0,0.0,0.5,0.3658536585365853,0.680327868852459,0.0,0.3513513513513513,0.9047619047619048,55,182,0,0,1421.0831388109743,1772.4005399448029,-351.3174011338285,1379.1503486607903,1858.5741603925287,-479.42381173173817
4750,Hard,1st Round,GS,-35.0,1.0,0.6666666666666666,0.7578125,0.5142857142857142,1.0,0.9696969696969696,0.5686274509803921,194,105,0,0,1892.0209424855184,1584.4159883304471,307.60495415507125,1933.378866874679,1659.679106439546,273.6997604351332
4751,Hard,1st Round,GS,25.0,0.3333333333333333,0.0,0.4285714285714285,0.5344827586206896,1.0,0.3333333333333333,0.675,18,89,0,0,1516.777545151156,1619.1441219156602,-102.36657676450432,1494.6526530583487,1653.518086228227,-158.86543316987832
4752,Hard,1st Round,GS,-86.0,1.0,0.0,0.6666666666666666,0.3,1.0,0.875,0.4166666666666667,155,16,0,0,1688.1916109199208,1447.6000427643128,240.591568155608,1743.1324914147158,1424.8523880969356,318.28010331778023
4753,Hard,1st Round,GS,-64.0,0.0,0.0,0.4868421052631579,0.3043478260869565,0.5,0.6491228070175439,0.4285714285714285,120,44,0,0,1553.2599449651486,1444.8611909112094,108.39875405393924,1595.5071646847896,1438.0576437177122,157.44952096707743
4754,Hard,1st Round,GS,-43.0,0.6,0.0,0.578125,0.3235294117647059,0.5,0.6181818181818182,0.5102040816326531,121,88,0,0,1597.6519213765334,1398.1551878500186,199.49673352651484,1614.6371281993816,1463.1547624762095,151.48236572317205
4755,Hard,1st Round,GS,34.0,0.3333333333333333,0.6666666666666666,0.6103896103896104,0.38,0.5,0.7441860465116279,0.4067796610169492,102,105,0,0,1571.4922799754106,1523.7193632135547,47.77291676185587,1585.276472227298,1610.4420258236648,-25.165553596366863
4756,Hard,1st Round,GS,-90.0,0.0,0.0,0.6574074074074074,0.3666666666666666,0.5,0.7045454545454546,0.4594594594594595,163,69,0,0,1665.8876178845849,1442.330117311766,223.55750057281895,1707.355448600732,1461.988712948246,245.3667356524859
4757,Hard,1st Round,GS,3.0,0.0,0.0,0.2857142857142857,0.3636363636363636,0.5,0.5555555555555556,0.2352941176470588,31,22,0,0,1468.907115872114,1460.6328726212298,8.274243250884183,1441.2612729516768,1355.876163264239,85.38510968743776
4758,Hard,1st Round,GS,-90.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.5,0.1,0.1666666666666666,11,7,0,1,1435.1936719692856,1446.011006375291,-10.81733440600533,1392.7004654619102,1452.746574414984,-60.04610895307383
4759,Hard,1st Round,GS,86.0,0.0,0.0,0.3636363636363636,0.625,0.0,0.44,0.7647058823529411,38,181,0,0,1468.492408448985,1794.0142932786505,-325.52188482966494,1449.8256964826126,1812.8915814983616,-363.0658850157493
4760,Hard,1st Round,GS,39.0,0.0,0.3333333333333333,0.36,0.5862068965517241,0.0,0.5111111111111111,0.6333333333333333,84,131,0,0,1445.909572346361,1559.0589101233088,-113.14933777694772,1504.201784240339,1618.7015321337751,-114.49974789343604
4761,Hard,1st Round,GS,93.0,0.0,0.0,0.0,0.6216216216216216,0.5,0.25,0.7272727272727273,5,114,1,0,1463.7016223440176,1724.2848926244617,-260.58327028044414,1466.524315351842,1771.5410535921017,-305.01673824025966
4762,Hard,1st Round,GS,-90.0,0.0,0.0,0.1428571428571428,0.2,0.5,0.4166666666666667,0.2307692307692307,18,34,0,0,1435.5666077950295,1382.152726108828,53.41388168620142,1455.873351124786,1371.1420518638336,84.73129926095248
4763,Hard,1st Round,GS,33.0,1.0,0.0,0.5,0.3555555555555555,0.5,0.5714285714285714,0.4545454545454545,10,80,0,0,1495.5726338433392,1438.151745753351,57.42088808998824,1476.698645152579,1562.280827443176,-85.58218229059707
4764,Hard,1st Round,GS,57.0,0.5,0.6666666666666666,0.423728813559322,0.5476190476190477,1.0,0.5098039215686274,0.6730769230769231,84,128,0,0,1500.932035041379,1641.680073290727,-140.7480382493477,1501.0843212295572,1699.2137882999632,-198.129467070406
4765,Hard,1st Round,GS,71.0,0.0,0.75,0.40625,0.8543689320388349,0.0,0.4193548387096774,0.9473684210526316,50,150,0,0,1472.1733305661546,1943.658035969637,-471.4847054034824,1491.921653692581,1997.1876504559064,-505.26599676332535
4766,Hard,1st Round,GS,-37.0,0.5,0.0,0.2857142857142857,0.5,0.5,0.44,1.0,38,7,0,1,1463.271800199463,1503.148005462819,-39.87620526335559,1474.1620365858246,1533.984243249977,-59.82220666415242
4767,Hard,1st Round,GS,93.0,0.0,0.0,0.0,0.4651162790697674,0.5,0.2,0.5555555555555556,6,97,1,0,1459.1260221037016,1529.891374992202,-70.76535288850027,1474.762230788282,1594.2341591581994,-119.47192836991736
4768,Hard,1st Round,GS,-25.0,0.3333333333333333,0.0,0.484375,0.4423076923076923,0.5,0.5087719298245614,0.4318181818181818,115,75,0,0,1526.8524599466657,1514.9102838444294,11.942176102236315,1519.221174497958,1507.8651085389872,11.356065958970705
4769,Hard,1st Round,GS,-90.0,0.0,0.0,0.4117647058823529,0.3714285714285714,0.5,0.375,0.46875,35,54,0,0,1481.1818709391782,1446.9606262587467,34.22124468043148,1453.4509686420906,1455.000976910044,-1.5500082679534444
4770,Hard,1st Round,GS,-90.0,0.0,0.0,0.7013888888888888,0.2571428571428571,1.0,0.9130434782608696,0.3333333333333333,223,53,0,0,1760.4850940461963,1406.5696737308203,353.915420315376,1799.3400053907037,1392.5582487102936,406.7817566804101
4771,Hard,1st Round,GS,58.0,0.0,0.6,0.4,0.4571428571428571,0.5,0.3611111111111111,0.6388888888888888,54,80,0,0,1461.8345980408033,1539.127116605588,-77.29251856478481,1447.2674681915555,1595.3191723613136,-148.05170416975784
4772,Hard,1st Round,GS,-90.0,1.0,0.0,0.5116279069767442,0.25,0.5,0.711864406779661,0.25,156,5,0,1,1677.3760733414051,1482.7432514373893,194.63282190401583,1745.7405565600975,1471.7522279916343,273.9883285684632
4773,Hard,1st Round,GS,3.0,0.0,0.0,0.4545454545454545,0.3333333333333333,0.5,0.4736842105263157,0.5625,69,27,0,0,1505.7494511327004,1469.687753602467,36.06169753023346,1472.193024164832,1495.5011490082102,-23.30812484337821
4774,Hard,1st Round,GS,-2.0,0.3333333333333333,0.0,0.3414634146341463,0.3414634146341463,0.3333333333333333,0.54,0.3829787234042553,88,74,0,0,1465.9091730789453,1463.213782874947,2.6953902039986133,1555.6418644605783,1515.425149355015,40.21671510556325
4775,Hard,1st Round,GS,75.0,0.0,0.75,0.25,0.4285714285714285,0.5,0.3571428571428571,0.4615384615384615,21,27,0,0,1425.0340649564632,1523.3051554737708,-98.27109051730758,1408.2134811993787,1581.9614926511035,-173.74801145172478
4776,Hard,1st Round,GS,66.0,0.0,0.6,0.3333333333333333,0.4946236559139785,0.5,0.5,0.703125,34,162,0,0,1485.6774643598144,1558.0127479141388,-72.3352835543244,1478.4651731518452,1617.2867073929742,-138.82153424112903
4777,Hard,1st Round,GS,60.0,0.0,0.5,0.1764705882352941,0.646551724137931,0.0,0.3333333333333333,0.7777777777777778,37,177,0,0,1411.6555911694072,1715.6795702884444,-304.0239791190372,1400.498702335807,1783.9253279526104,-383.42662561680345
4778,Hard,1st Round,GS,40.0,0.3333333333333333,0.0,0.3461538461538461,0.3809523809523809,0.5,0.4444444444444444,0.4285714285714285,85,28,0,0,1428.965824046706,1517.901334012447,-88.93550996574095,1483.2748973618395,1593.6320566081297,-110.35715924628994
4779,Hard,1st Round,GS,35.0,0.6666666666666666,0.0,0.5795454545454546,0.7731958762886598,0.0,0.7272727272727273,0.925925925925926,130,155,0,0,1658.121260966733,1844.031449716656,-185.910188749923,1678.6206047930625,1883.7530327697132,-205.13242797665112
4780,Hard,1st Round,GS,-1.0,0.0,0.0,0.5365853658536586,0.4155844155844156,0.5,0.5,0.4266666666666667,60,121,0,0,1610.1960832183895,1485.3616733085614,124.83440990982808,1605.921562875326,1480.029007712753,125.89255516257344
4781,Hard,1st Round,GS,72.0,0.0,0.6666666666666666,0.0,0.5,0.5,0.3333333333333333,0.6153846153846154,4,136,1,0,1482.5074269744118,1569.5553518679214,-87.04792489350962,1466.548170046023,1651.945719405771,-185.39754935974796
4782,Hard,1st Round,GS,-38.0,0.0,0.0,0.5412844036697247,0.0,0.5,0.6567164179104478,0.25,157,15,0,0,1506.1138978604038,1458.2124265726518,47.90147128775197,1545.7298612399222,1412.8789104659138,132.85095077400842
4783,Hard,1st Round,GS,27.0,0.0,0.0,0.0666666666666666,0.3461538461538461,0.5,0.2692307692307692,0.16,35,37,0,0,1367.3637764990228,1467.4719171596869,-100.10814066066403,1384.1186747966622,1418.9860192665708,-34.86734446990863
4784,Hard,1st Round,GS,-58.0,0.0,0.0,0.5510204081632653,0.4545454545454545,0.5,0.6,0.5555555555555556,76,17,0,0,1617.9600435845146,1497.621860251698,120.3381833328167,1725.6635171340429,1501.696028752515,223.9674883815278
4785,Hard,1st Round,GS,33.0,0.6,0.6,0.4918032786885246,0.5054945054945055,0.3333333333333333,0.5849056603773585,0.6333333333333333,119,146,0,0,1570.7007379768631,1660.2201808117827,-89.51944283491957,1590.588350738318,1728.0378907367196,-137.44953999840163
4786,Hard,1st Round,GS,-90.0,0.0,0.5,0.3125,0.4857142857142857,0.5,0.3529411764705882,0.5357142857142857,24,48,0,0,1426.1256171566754,1507.9482284265284,-81.82261126985304,1414.1142621451029,1471.214118381064,-57.0998562359614
4787,Hard,1st Round,GS,-36.0,0.6666666666666666,0.0,0.5319148936170213,0.5454545454545454,0.5,0.5952380952380952,0.5555555555555556,79,19,0,0,1637.054770690927,1519.7003757863297,117.35439490459726,1702.1802279439112,1534.4446000176172,167.735627926294
4788,Hard,1st Round,GS,-90.0,0.0,0.5,0.4333333333333333,0.5192307692307693,0.5,0.4782608695652174,0.5789473684210527,41,76,0,0,1494.5043421304224,1532.5255747261017,-38.021232595679294,1520.4097747123988,1543.346896451849,-22.93712173945028
4789,Hard,1st Round,GS,-16.0,0.0,0.0,0.0,0.3658536585365853,0.5,0.4545454545454545,0.4,18,52,0,0,1435.008923129864,1414.2355033805752,20.773419749288905,1508.630723426009,1366.7843190714946,141.8464043545141
4790,Hard,1st Round,GS,-90.0,0.0,0.0,0.7164179104477612,0.0,0.5,0.8787878787878788,0.25,163,5,0,1,1780.5311900825711,1470.4343073907116,310.0968826918595,1799.8801188914144,1458.358427941804,341.5216909496105
4791,Hard,1st Round,GS,9.0,0.6,0.0,0.4444444444444444,0.392156862745098,0.5,0.2307692307692307,0.4444444444444444,20,77,0,0,1544.2582741665894,1453.6931119317949,90.56516223479456,1559.6874566366707,1518.6398329732865,41.04762366338446
4792,Hard,1st Round,GS,-30.0,0.0,0.5,0.6982758620689655,0.4583333333333333,1.0,0.7735849056603774,0.5370370370370371,180,111,0,0,1787.5934210890282,1568.453477267448,219.13994382158037,1854.091838396903,1625.2148084517898,228.87702994511324
4793,Hard,1st Round,GS,-9.0,0.0,0.0,0.3666666666666666,0.4186046511627907,0.5,0.3714285714285714,0.4423076923076923,52,82,0,0,1455.8520444486874,1529.919995453903,-74.06795100521572,1417.451792710304,1443.899910019721,-26.4481173094166
4794,Hard,1st Round,GS,33.0,0.0,0.3333333333333333,0.4897959183673469,0.5128205128205128,1.0,0.5918367346938775,0.532258064516129,97,123,0,0,1486.0042861908285,1592.436865079472,-106.43257888864356,1510.795403639537,1645.3154004708024,-134.51999683126542
4795,Hard,1st Round,GS,49.0,0.0,0.0,0.5,0.4655172413793103,0.0,0.8,0.5370370370370371,10,110,0,0,1514.0382184703,1514.0623572220834,-0.0241387517833118,1528.6898223599765,1544.9650182478954,-16.275195887918926
4796,Hard,1st Round,GS,-90.0,0.75,0.0,0.7326732673267327,0.3125,1.0,0.8536585365853658,0.45,155,34,0,0,1831.671963965252,1457.4317343518082,374.2402296134437,1862.2359117867788,1493.2313895007946,369.0045222859842
4797,Hard,1st Round,GS,61.0,0.0,0.6,0.0,0.6119402985074627,0.5,0.2352941176470588,0.78,25,180,0,0,1404.1595827899685,1637.525733482174,-233.3661506922056,1422.0101445284392,1704.3069372827335,-282.2967927542943
4798,Hard,1st Round,GS,-36.0,0.7777777777777778,0.0,0.6456692913385826,0.1666666666666666,0.0,0.7241379310344828,0.4,166,32,0,0,1708.939492357177,1455.0395244399233,253.8999679172537,1732.57867850843,1529.595950163454,202.98272834497584
4799,Hard,1st Round,GS,66.0,0.0,0.5,0.3076923076923077,0.4852941176470588,0.5,0.3333333333333333,0.5882352941176471,38,130,0,0,1408.9199788928147,1499.7045686562146,-90.78458976339994,1388.5750830503196,1630.32592029828,-241.7508372479604
4800,Hard,1st Round,GS,-90.0,0.3333333333333333,0.0,0.6818181818181818,0.3611111111111111,0.5,0.7368421052631579,0.3793103448275862,124,50,0,0,1773.6485216189783,1401.6743873352077,371.9741342837708,1805.610701761914,1430.7679740674675,374.84272769444647
4801,Hard,2nd Round,GS,36.0,0.75,0.6666666666666666,0.575,0.6829268292682927,0.0,0.4545454545454545,0.8571428571428571,63,183,0,0,1644.209617836579,1776.140593580494,-131.93097574391527,1662.4740747855865,1860.479324744001,-198.00524995841488
4802,Hard,2nd Round,GS,51.0,0.3333333333333333,0.5,0.375,0.4193548387096774,0.5,0.0,0.3636363636363636,21,108,0,0,1481.7067303662177,1567.876372789964,-86.16964242374661,1458.444177168724,1668.4578237262313,-210.0136465575074
4803,Hard,2nd Round,GS,-8.0,0.6666666666666666,0.75,0.4782608695652174,0.5806451612903226,0.5,0.6470588235294118,0.6333333333333333,64,96,0,0,1558.9476605184946,1670.500674365264,-111.55301384676932,1687.068808948399,1697.410916835748,-10.342107887348902
4804,Hard,2nd Round,GS,-84.0,1.0,1.0,0.8333333333333334,0.3695652173913043,0.5,0.7142857142857143,0.3636363636363636,25,81,0,0,1686.0467821080515,1456.7722594775826,229.2745226304692,1675.5225993678955,1574.4174464196694,101.10515294822608
4805,Hard,2nd Round,GS,56.0,1.0,0.75,0.3478260869565217,0.5462962962962963,0.5,0.3076923076923077,0.5476190476190477,48,156,0,0,1441.7332180841472,1614.1984858045198,-172.4652677203726,1459.3324920013358,1661.0316395535665,-201.69914755223044
4806,Hard,2nd Round,GS,-85.0,1.0,1.0,0.6283185840707964,0.25,0.5,0.6379310344827587,0.0,182,12,0,0,1798.2733762556609,1451.6916677237527,346.58170853190813,1816.4139815025644,1411.438484440083,404.97549706248174
4807,Hard,2nd Round,GS,41.0,0.5,0.5,0.4923076923076923,0.6605504587155964,0.0,0.5333333333333333,0.8333333333333334,116,164,0,0,1542.3027188948806,1672.811710967591,-130.50899207271027,1534.6983944888136,1713.6226097404492,-178.9242152516356
4808,Hard,2nd Round,GS,4.0,1.0,0.7777777777777778,0.58,0.6611570247933884,1.0,0.5882352941176471,0.7142857142857143,76,207,0,0,1724.187894364786,1790.1024440280191,-65.91454966323317,1799.07194556505,1847.64601735394,-48.57407178889002
4809,Hard,2nd Round,GS,13.0,0.3333333333333333,0.6666666666666666,0.3725490196078431,0.5846153846153846,0.5,0.4347826086956521,0.5,85,122,0,0,1466.9435676394958,1605.3569540609883,-138.41338642149253,1525.2917435210957,1624.071936999275,-98.7801934781794
4810,Hard,2nd Round,GS,93.0,1.0,0.7142857142857143,0.3333333333333333,0.392156862745098,0.5,0.2307692307692307,0.48,45,106,0,0,1465.6972304826672,1541.905626354221,-76.2083958715541,1460.84974454566,1625.2851317352931,-164.43538718963305
4811,Hard,2nd Round,GS,39.0,0.5,1.0,0.25,0.5172413793103449,0.5,0.2,0.6153846153846154,19,157,0,0,1449.1260054703316,1685.2460806491083,-236.1200751787769,1468.0468918700817,1751.2186968723713,-283.17180500228983
4812,Hard,2nd Round,GS,-65.0,0.6666666666666666,0.6666666666666666,0.68,0.3333333333333333,0.5,0.8596491228070176,0.2,203,39,0,0,1730.9473382761576,1481.1001461940086,249.8471920821489,1846.3222041642389,1492.8900453314675,353.43215883277094
4813,Hard,2nd Round,GS,13.0,0.5,0.3333333333333333,0.4772727272727273,0.5423728813559322,0.5,0.5925925925925926,0.5,98,90,0,0,1542.676839442504,1630.5618022052754,-87.88496276277147,1604.939342085686,1662.672623181914,-57.733281096227984
4814,Hard,2nd Round,GS,-79.0,0.5,1.0,0.7034482758620689,0.4166666666666667,0.5,0.9032258064516128,0.25,224,23,0,0,1764.1760333902198,1477.0138435830345,287.16218980718554,1802.1474884786044,1375.730996724899,426.4164917537055
4815,Hard,2nd Round,GS,16.0,0.6666666666666666,0.5,0.4333333333333333,0.3571428571428571,0.5,0.2142857142857142,0.25,85,89,0,0,1523.0809768185711,1481.7850482630522,41.29592855551891,1525.3331531344627,1569.7980439096248,-44.46489077516208
4816,Hard,2nd Round,GS,15.0,0.75,1.0,0.5072463768115942,0.6698113207547169,0.0,0.5277777777777778,0.7872340425531915,137,156,0,0,1581.6284714516216,1694.598464051918,-112.96999260029634,1660.13546150999,1747.547859681224,-87.41239817123414
4817,Hard,2nd Round,GS,78.0,0.5,0.6666666666666666,0.3584905660377358,0.6495726495726496,0.5,0.3043478260869565,0.7,86,178,0,0,1448.9742852895272,1720.4166661068332,-271.442380817306,1504.192745324999,1787.0967672040613,-282.9040218790626
4818,Hard,2nd Round,GS,-20.0,0.5,0.6,0.6853932584269663,0.4927536231884058,1.0,0.7142857142857143,0.5789473684210527,125,131,0,0,1777.013360650242,1511.6164057822496,265.39695486799246,1808.926143133604,1636.6986471571786,172.22749597642542
4819,Hard,2nd Round,GS,16.0,0.8,0.6666666666666666,0.4666666666666667,0.4722222222222222,0.5,0.5,0.5454545454545454,28,81,0,0,1534.8965485731524,1551.6252452549245,-16.728696681772135,1590.5665237408705,1604.8858993633044,-14.31937562243388
4820,Hard,2nd Round,GS,10.0,0.5,0.5,0.5,0.4038461538461538,1.0,0.4482758620689655,0.4,98,78,0,0,1506.7579119069703,1473.7718279816647,32.98608392530559,1532.6982245367274,1536.5213996476025,-3.823175110875127
4821,Hard,2nd Round,GS,67.0,1.0,0.8,0.5833333333333334,0.7352941176470589,0.5,0.6,0.8780487804878049,20,156,0,0,1540.9081816027324,1834.997726958946,-294.08954535621365,1557.6201009690203,1865.6525711283748,-308.03247015935426
4822,Hard,2nd Round,GS,-83.0,0.8,1.0,0.6484375,0.4318181818181818,1.0,0.6875,0.217391304347826,167,83,0,0,1714.96278745496,1542.5597912245034,172.4029962304567,1740.166934670178,1458.6842764312296,281.4826582389485
